stage,blastomeres,endoderm,epidermis,eye,fin.epithelia,glial,neural,paraxial.mesoderm,periderm
  5-6,31.65,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,11.15,0
 14-21,0,0,2.58,0,0,0,0,0,0
 36-46,0,0,0.6,0,0,0,0,0,0
 48-58,0,0,0,0,0,0,2.95,0,3.37
 60-70,0,0,0,2.6,0,0.59,47.07,0,0
 72-82,0,0,0,9,0.8,0,58.23,0,0
 84-94,0,0,0,19.91,0,0,7.89,0,0
 96-106,0,0,0,6.65,0,0,88.01,0,0
108-118,0,0.74,0,107.13,0,0,60.98,0,0
120,0,0,0,38.44,0,0,143.9,0,0
