stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,16.29,509.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.5,0,0,0,0,0,0,0,0,0,0,0
  5-6,13.15,324.58,0,0,0,0,0,0,0,0,0,0,0,7.31,0,0,0,0,0,0,0,0,0,0,0,36.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,20.75,41.42,0,13.65,0,0,0,161.23,0,0,0,0,0,27.24,0,0,0,0,0,0,0,0,0,0,0,483.4,0,0,0,252.14,0,0,38.24,0,0,0,0,0,0,0,0,0,0
 10-12,0,38.76,0,18.12,0,0,0,61.36,0,0,0,0,0,10.56,0,0,0,0,0,0,0,0,0,0,0,648.12,22.33,0,0,361.81,0,0,0,0,20.32,0,22.34,0,0,0,0,0,0
 14-21,0,0,0,11.05,51.67,42.94,0,67.95,0,0,0,2.55,5.39,0,0,3.48,25.94,0,0,0,3.98,32.62,0.86,0,41.62,312.37,0,0,1.8,10.79,0,31.39,0.9,64.65,9.13,0,133.91,57.82,0,0,0,0,7.84
 24-34,0.88,0.83,1.62,4.96,26.77,10.31,0,175.87,0,0,0,9.96,1.69,0,0,2.81,19.97,2.23,1.86,12.46,24.87,65.62,6.26,0,31.1,597.35,1.35,8.13,15.13,0,0,22.49,0,0,12.05,6.6,30.13,83.53,0,0,15.76,0,76.39
 36-46,0,0,2.4,0.63,9.25,0,0,165.35,9.6,0.68,2.3,31.31,0.7,0,0,2.35,21.96,3.98,1.16,1.2,131.47,65.15,0.58,1.94,27.07,624.74,3.39,11.69,2.81,16.41,0,13.27,0.81,3.88,3.67,6.39,1.49,64.97,0,0,13.99,0,67.19
 48-58,0,0,0,0.85,33.57,0,0,259.43,4.43,3.08,2.08,86.86,6.94,0,1.29,21.28,7.96,23.86,4.6,10.27,150.8,88.29,1.5,2.14,25.78,662.26,2.87,6.74,3.19,0,0,57.78,0,0,4.48,7.6,0,75.68,0,1.71,14.43,0,310.06
 60-70,0,0,0,0,35.38,2.11,0.62,335.84,8.69,18.17,5.11,105.91,26.38,0,0.7,24.35,15.59,18.87,4.31,6.2,45.29,106.14,1.08,1.57,33.94,698.44,1.33,8.31,4.1,0,0,23.35,0,0,11.19,5.06,0,56.06,0,3.01,15.22,4.81,113.53
 72-82,0,0,3.35,0,25.24,18.43,6.91,248.97,4.83,1.45,4.54,92.97,42.24,0,3.87,24.27,36.82,10.73,8.25,2.28,20.27,97.14,2.88,4.7,46.66,730.7,0,12.84,7.37,0,1.2,18.81,0,0,8.41,8.78,0,53.65,1.92,0.68,24.77,1.32,61.21
 84-94,0,0,4.89,0,81.73,8.29,17.49,252.64,22.44,3.66,5.54,61.44,135.22,0,0.63,42.33,58.59,9.6,13.89,22.16,78.49,94.63,1.99,10.11,41.47,646.06,0.66,11.88,18.85,0,2.25,77.52,0,0,35.76,12.53,0,18.93,8.43,6.67,33.25,2.69,52.01
 96-106,0,0,2.27,0,76.95,34.74,18.25,196.58,7.03,4.98,6.44,71.6,91.62,0,2.4,51.66,58.18,13.78,20.16,20.49,31.99,123.52,3.9,4.1,41.56,516.16,0,28.85,13.04,0,4.36,72.59,0,0,8.19,3.08,0,15.12,3.87,5.22,25.08,3.53,29.34
108-118,0,0,0.94,2.32,145.03,14.92,30.36,261.37,17.25,11.33,6.38,82.14,114.46,0,0.64,68.23,71.15,20.18,21.03,37.63,62.2,137.12,7,0.83,50.44,490.07,0.43,27.19,19.43,0,4.74,84.63,0.79,0,31.01,7.13,0,23.13,2.1,1.69,21.51,1.34,26.8
120,0,0,0,0,84.54,6.84,3.6,208.4,13.54,17.82,0,92.39,41.58,0,0,58.43,19.64,7.16,23.23,13.03,20.94,135.37,1.05,1.45,43.29,643,0,32.29,6.29,0,0,66.1,0,0,5.89,0,0,35.69,3.57,0,21.74,7.07,30.68
