stage,blastomeres,epidermis,glial,mesenchyme,neural,olfactory,pronephros,spinal.cord
  5-6,9.66,0,0,0,0,0,0,0
 14-21,0,0,4.26,0,0,0,0,7.35
 24-34,0,0,1.16,0.84,7.13,0,1.77,7.34
 36-46,0,0.6,0,0,1.57,0,0,5.13
 48-58,0,0,6.43,0,0.64,3.44,0,3.47
 60-70,0,0,1.64,0,0,0.73,0,1.48
 72-82,0,0,1.78,0,0,1.81,0,2.2
 84-94,0,0,0,0,0,0,0,1.28
 96-106,0,0,2.73,0,0,0,0,0.66
108-118,0,0,0,0.44,0,2.71,0,0
