stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,35.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,49.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.84,0,0,0,0,0,0,0,0,0,0,0
  7-9,3.82,0,3.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.09,0,0,0,3.53,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.41,0,0,0,3.94,0,0,0,4.75,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,0,0,0,0,0
 24-34,0,0,0,0,0,0,0,0,0,0,0,0,4.49,0,0,0,0,0,0,0,0,0,0,0,0.89,0,0,0,0,0,0.63,0,0,1.05,0,1.53,0,0,0,4.53,0,0
 36-46,0,0,0,0,0,0,0,20.55,0,0,0,0,0,0,0,1.77,0,0,0,0,0,0,0,2.51,2.58,0,0,0,0,0,0,0,0,4.09,0,0.8,1.22,0,0,0,0,0
 48-58,0,0,0,0,0,0,33.17,257.63,0,1.01,0.61,0,0,0,2.15,0,0,0,0,0,2.68,0,0,15.52,81.54,0,0,0,0,0,0,0,0,1.29,0.39,0,15.94,0,0,11.47,0,0.48
 60-70,0,0,0,16.62,0,0,70.33,563.02,0,1.86,7.78,0,0,0,3.44,0,0,1.02,0,0,34.15,0,1.4,40.8,71.36,0,0,0,0,0,3.05,0,0,0,0,0,22.11,0,0,0,0,0
 72-82,0,0,0,1.34,4.89,0,144.83,478.16,1.07,0,18.31,0,0,0,0.58,1.03,0,2.17,6.97,0,34.52,3.53,0.55,55.83,192.65,0,2.31,0,0,0.87,1.69,0,0,0,0,0,15.11,0,1.31,4.24,0,0
 84-94,0,0,0,13.37,11.22,0,243.12,931.6,3.24,16.73,20.6,0.97,0,0,5.21,2.75,2.77,0,2.47,0,84.06,0,0,38.47,284.95,1.68,9.24,1.89,0,3.87,19.62,0,0,0,2.09,0,36.66,7.79,0,12.31,3.56,14.66
 96-106,0,0,1.03,10.32,54.47,5.91,263.68,1450.82,2.32,10.84,74.58,3.35,0,0.96,4.76,3.31,1.04,3.53,33.97,0.67,108.59,4.45,2.39,69.67,395.5,2.25,4.88,3.15,0,4.1,46.17,3.39,0,0.87,0.7,0,15.91,1.89,0,15.81,1.12,51.75
108-118,0,0,0,29.57,18.57,7.09,194.33,1102.05,4.24,9.22,30.45,5.17,0,0,8.48,1.4,4.2,0,16.09,1.18,74.83,7.11,3.75,104.91,342.96,0,0,4.42,0,6.43,27.54,0,0,0,3.07,0,11.59,6.6,1.18,0.63,1.51,14.73
120,0,0,0,5,8.65,0,68.73,624.49,1.73,0,8.72,4.94,0,0,1.14,1.25,1.91,0,19.98,0,45.52,0,0,59.26,216.18,0,6.84,6.78,0,0,4.87,0,0,0,1.64,0,0,0,0,48.63,0,0
