stage,axial,blastomeres,endoderm,eye,hatching_gland,neural,notochord,paraxial_mesoderm,periderm,pronephros
  3-4,25.6,403.03,0,0,0,0,0,0,0,0
  5-6,32.3,352.69,0,0,0,8.03,0,0,9.33,0
  7-9,10.41,7.31,5.57,28.36,3.46,233.5,7.02,66.46,0,0
 10-12,0,23.11,5.23,11.96,0,222.98,22.84,135.93,0,15.45
