stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,246.78,2094.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.38,0,0,0,0,0,0,0,0,0,0,0
  5-6,455.26,4667.54,9.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227.28,8.9,0,0,96.32,0,164.69,0,0,0,0,0,0,0,0,0,0,0
  7-9,379.7,421.71,400.44,0,6.96,0,991.15,0,0,0,0,0,148.35,0,0,0,0,0,0,0,0,0,0,0,10963.29,988.12,0,0,5170.78,0,63.11,27.97,0,12.83,0,0,0,0,0,0,0,0
 10-12,9.78,267.87,918.85,0,14.23,0,794.47,0,0,0,0,0,22.77,0,0,0,0,0,0,0,0,0,0,0,7246.92,902.25,0,0,5937.52,0,30.31,12.84,46.07,575.59,0,73.48,27.98,0,0,0,0,0
 14-21,0,1.36,25.09,735.16,75.99,0,5.27,0,4.46,0,13.11,128.74,0,5.88,0,0.87,0,0,2.94,0,170.99,0,0,206.07,183.48,88.1,0,1.61,39.85,0,23.23,0,532.94,8.09,93.34,666.31,711.25,0,0,0,0,1.85
 24-34,0,0,0.59,41.82,1.51,0,30.95,0,7.06,2.36,0,15.85,0,10.05,0,0,0,0,0,5.91,145.08,0,0,75.13,98.32,14.6,0,0.64,0,0,5.55,0,0,2.2,28.69,61.79,95.71,0,0,5.16,0,7.92
 36-46,0,0,0,13.9,0,0,53.6,5.81,9.64,6.15,3.99,1.51,0,11.87,1.76,0.93,0,0,0,1.51,142.4,0,0.55,42.31,109.24,12.35,0.95,0.63,0,0,5.5,0,0,0,23.33,0,26.61,0,0,1.79,0,11.19
 48-58,0,0,0,5.86,0,0,42.29,0,11.02,16.58,3.82,0,0,6.91,0,0,0,0,2.86,0,137.63,0,1.4,21.18,111.95,10.78,0,0,0,0,28.81,0,0,0.53,1.48,0,16.17,0,1.37,0,0,3.97
 60-70,0,0,0,4.15,0,0,29.64,0,13.43,21.02,12.49,0,0,0.92,1.92,0.58,0,0,0,0,224.59,0,4.49,24.8,84.14,0,0,0.59,0,0,60.28,0,0,0.58,0.65,0,23.81,0,4.56,0.9,4.18,0
 72-82,0,0,0,3.21,0,0,34.31,3.3,11.05,17.71,80.6,0,0,0,0,0,5.96,0.69,1.71,0,201.6,0,12.01,18.92,59.23,1.05,0,0,0,0,70.36,0,0,0,0,0,20.88,0.5,7.56,6.72,9.75,2.08
 84-94,0,0,0,6.78,0,0,59.16,1.43,10.79,5.49,61.75,0,0,0,0,1.58,1.67,0,1.15,6.67,213.72,1.99,3.03,10.59,71.18,6.13,0,1.04,0,0,160.45,0,0,0,0,0,15.41,0.72,10.05,4.45,11.88,0
 96-106,0,0,0,9.81,6.8,0,38.7,2.82,16.47,7.33,153.96,0,0,2.23,0,2,1.36,1.11,0,0.57,139.57,1.22,5.23,8.45,65.11,2.82,0,1.17,0,0,133.05,0,0,3.26,0,0,7.99,0,6.06,1.31,6.82,2.21
108-118,0,0,0,16.5,0,0.45,36.92,7.21,26.28,11.86,167.42,2.37,0,0,0.72,0.45,6.89,0,2,1.68,156.28,2.05,4.95,7.1,59.27,3.16,0,0,0,5.33,108.02,0,0,2.11,0.44,0,1.44,2.27,1.33,6.64,19.66,0.51
120,0,0,0,10.15,0,0,30.4,1.13,12.78,24.26,228.64,5.24,0,0,0,0,0,0,0,0,223.46,0,25.18,14.79,84.84,0,1.99,10.2,0,0,27.29,0,0,0,0,0,1.19,0,23.03,0,36.02,0
