stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,108.96,2141.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.3,0,0,0,0,0,0,0,0,0,0
  5-6,58.59,1069.32,0,18.7,0,0,0,0,0,0,0,0,0,7.31,0,0,0,0,0,0,0,0,0,0,0,57.25,0,0,0,0,0,29.32,0,0,0,0,0,0,0,0,0,0
  7-9,3.57,0,0,3.44,0,0,0,0,0,0,0,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,61.39,0,0,0,18.39,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.42,0,0,0,8.29,0,7.35,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,8.22,30.53,0,0,0,0,0,0,0,0,0.92,0,1.72,0,0,0,0,5.42,0,0,2.39,9.61,0,0,0,0,0,3.41,1.54,2.43,1.05,4.6,4.58,0,0,5.2,0,1.69
 24-34,0,0,0.61,0.6,13.38,21.17,0,2.45,0,0.72,0,1.08,3.14,0,4.32,1.72,4.75,0,0,0,0,8.43,0.9,0,6.56,28.61,1,10.2,6.37,0,0,61.03,0,0,1.5,0,6.6,0,0,90.13,0,0
 36-46,0,0,0,0,11.23,10.58,0,0,0,0.82,0,2.76,1.39,0,2.97,3,9.81,3.72,0,0,0.8,16.13,0,0,1.41,48.4,0,5.62,2.79,0,0,76.26,0,0,5.46,0,8.23,0,0,66.42,0,0
 48-58,0,0,1.07,0,17.17,19.33,0,2.72,0,4.88,0.56,8.69,4.92,1.7,2.88,2.97,5.91,0,0.94,0,0,38.47,2.97,0,5.8,37.73,0.65,2.57,6.31,0,0,64.47,0,0,0,0,8.44,0,0,56.08,0,6.31
 60-70,0,0,0.65,0,16.57,11.09,0,9.73,0,6.49,0,44.69,7.81,0,1.76,0.72,3.33,2.17,0.85,1.51,0,86.34,6.77,0.82,13.24,40.48,1.33,8.28,3.87,0,0,65.14,0,0,0,0,3.24,0,0,31.09,0,6.6
 72-82,0,0,2.68,0,16.45,78.76,0,42.38,0.82,2.22,3.19,78.37,19.25,0,0.86,2.52,6.84,0,4.78,0,8,116.01,3.22,1.95,18.64,79.71,1.66,20.09,10.52,0,3.68,55.08,0,0,3.25,0,16.15,1.01,2.14,91.33,2.41,28.7
 84-94,0,0,6.75,0,40.03,49.84,1.84,22.19,0,6.36,2.53,84.42,31.87,0,2.44,6.85,1.18,1.79,2.91,9.53,0,153.52,4.07,10.2,13.66,48.72,0,6.13,13.08,0,0.57,75.1,0,0,5.27,0,6.16,0,1.21,126.56,0.89,0.77
 96-106,0,0,4.18,0,39.08,83.01,10.19,38.02,0,5.86,0,86.59,26.93,0,5.68,6.27,2.61,2.31,4.19,11.63,3.66,106.01,8.44,3.9,14.16,83.6,0,17.65,27.41,0,4.18,69.43,0,0,0.86,0,5.1,4.64,2.14,132.82,1.57,20.05
108-118,0,0,4.75,0,51.27,57.48,38.3,18.57,5.31,16.63,0.64,121.02,50.96,0,7.01,5.81,12.89,10.84,5.73,6.55,2.23,146.04,7.47,3.46,21.05,66.79,3.63,11.23,28.58,0,5.45,35.9,0,0,4.27,0,0.47,4.56,2.55,80.79,0.66,10.42
120,0,0,19.59,0,60.79,96.49,11.84,21.85,0,11.74,0,114.48,74.48,0,3.06,1.11,6.42,4.95,1.07,3.42,1.61,207.71,21.05,2.08,19.2,97.6,0,42.92,21.75,0,0,48.71,0,0,9.65,0,4.81,2.25,0,177.58,15.43,0
