stage,endoderm,epidermis,glial,mesenchyme,muscle,neural,olfactory,otic,spinal_cord
 14-21,0,1.82,3.02,0,0,4.6,0,0,3.75
 24-34,0,0,0,0,0,3.66,0,0,1.5
 36-46,0,0,0,0,1.97,2.23,0,0,2.32
 48-58,0,0,0,0,0,0,0,0.68,0
 60-70,0,0,0,0,0,0,0,0,2.99
 72-82,0,0,0,2.17,0,1.53,1.49,0,1.56
 84-94,0,0,0,0,0,0,0.66,0,0
108-118,0.74,0,0,0,0,0,2.92,0,0
120,0,0,0,0,0,0,1.32,0,0
