stage,axial,epidermis,fin.mesenchyme,gut,ionocyte,neural,paraxial.mesoderm,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites
  3-4,18.01,0,0,0,0,0,0,12.39,0,0,0,0
  7-9,0,0,0,0,0,0,3.57,0,0,0,0,0
 14-21,0,0,0,0,0,0,0,0.92,8.85,0,1.23,0.96
 24-34,0,0,0,0,0,3.8,0,0.77,0,4.17,0,0
 36-46,0,0,0,0,0,5.29,0,0.64,0,1.04,0,0
 48-58,0,0,0,0,0,0.49,0,0,0,0,0,0
 84-94,0,0.59,1,0,4.48,2.05,0,9.48,0,0,0,0
 96-106,0,1.18,0,1.13,0,0,0,0,0,0,0,0
120,0,0,0,1.18,0,7.62,0,0,0,0,0,0
