stage,eye,liver,mesenchyme,neural,olfactory,periderm,spinal.cord,vasculature,visceral.smooth.muscle
 14-21,0,0,0,1.34,0,0,0,0,0
 24-34,0,0,0,3.08,0,0,0.72,0,0
 36-46,0,0,0,3.19,0,0,1.43,0,0
 48-58,0,0,0.42,6.67,0.43,0,0,0,0
 60-70,14.92,0,6.77,15.4,0,0,4.72,0,0
 72-82,3.26,0,3.75,24.94,0,6.77,0,0.63,0
 84-94,7.42,0,3.75,18.2,8.89,0,4.17,0,0
 96-106,8.98,0,9.03,16.65,1.48,0,0,0,0
108-118,2.2,3.99,3.77,2.8,1.25,0,2.47,0,0.44
120,21.85,0,0,29.61,8.55,0,0,0,1.99
