stage,axial,blastomeres,eye,hatching_gland,neural,otic,paraxial_mesoderm,periderm,spinal_cord
  3-4,0,18.67,0,0,0,0,0,0,0
  5-6,0,11.72,0,0,0,0,0,0,0
  7-9,3.76,0,0,3.59,10.84,0,5.36,0,0
 10-12,0,0,0,0,5.12,0,0,0,0
 36-46,0,0,0,0,1.58,0,0,2.7,1.44
 48-58,0,0,0,0,0.63,0,0,0,0
 60-70,0,0,12.51,0,3.33,0,0,0,0
 72-82,0,0,6.68,0,3.8,6.47,0,0,2.67
 96-106,0,0,0,0,0.72,0,0,0,0
