stage,axial,blastomeres,endoderm,eye,glial,mesenchyme,muscle,neural,paraxial.mesoderm,somites,spinal.cord
  3-4,0,17.55,0,0,0,0,0,0,0,0,0
  5-6,6.86,22.07,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,3.92,0,0,0,7.44,3.7,0,0
 10-12,0,0,5.06,0,0,0,0,67.76,0,0,0
 14-21,0,0,0,0,1.18,1.44,0,1.15,0,1.54,0
 24-34,0,0,0,0,0,0,0.68,0,0,0,0
 36-46,0,0,0,0,0,0.67,0,0,0,0,0.74
 72-82,0,0,0,0,0,0.52,0,0,0,0,0
