stage,glial,neural,olfactory,periderm,spinal.cord
 14-21,0,0,0,3.96,0
 24-34,0,1.22,0,0.98,0
 36-46,1.09,0.98,0,0,0
 48-58,0,0.88,0.9,0.45,0
 60-70,0,0,0,3.21,1.6
 72-82,1.39,0.62,0,0,0
 96-106,0,0,0,3.4,0
108-118,0,0,0,3.09,0
120,0,0,0,1.05,0
