stage,endoderm,epidermis,eye,mesenchyme,muscle,neural,olfactory,periderm,spinal.cord,vasculature
  7-9,5.48,0,0,0,0,12.6,0,0,0,0
 14-21,0,0,0,1.62,0,0,0,0.84,0,0
 24-34,0,0,0,0.77,0,3.88,0,0,1.77,0
 36-46,0,0,0,1.01,0,1.8,0,0,0.62,0
 48-58,0,0,0.52,0,0,14.34,0.5,0,0.65,0
 60-70,0,1.44,17.94,0,0,3.28,0,3.75,0,0
 72-82,0,0,0.61,4.16,0,30.62,34.89,0,0,1.91
 84-94,0,0,3.72,0.96,1.03,8.18,0,0,0,0
 96-106,0,0,1.07,0.85,0,12.49,0,0,0,0
108-118,0,0,0,10.13,0,1.21,0,0,0,0
120,0,0,0,0,0,12.77,0,0,0,8.22
