stage,epidermis,eye,glial,iridophores,mesenchyme,mural.cell,muscle,neural,somites,spinal.cord
 14-21,1.69,0,0,0,0,0,0,0.99,1.07,0.97
 24-34,0,0.68,0,0.63,0,0,0,2.66,0,0
 36-46,0,0,0,0,0,0,0.57,0,0,0
 48-58,0,0,0,0,0.5,0,0,2.13,0,0
 60-70,0,0.79,5.44,0,0,0,0,2.29,0,0
 72-82,0,0,0,0,2.11,0,0,4.88,0,0
 84-94,0,0,6.57,0,0,0.66,0,0,0,0
108-118,0,1.89,2.56,0,0,0,0,0,0,0
