stage,epidermis,erythrocytes,eye,fast.muscle,fin.mesenchyme,glial,gut,immune,ionocyte,mesenchyme,muscle,neural,olfactory,periderm,spinal.cord,taste
 36-46,0,0,1.61,0,0,0,0,0,0,0,0,0.74,0,0,0,0
 48-58,0,0,69.5,0,0,0,0,0,0,0,0,8.43,0,0,7.53,0
 60-70,0,0,159.6,0,0,0,0,0,0,0,0,9.1,0,0,0,0
 72-82,1.24,0,88.56,0,0,0,0,0,0,0,0.82,5.46,0,0,0,0
 84-94,0,0,117.78,0,0,0.73,0,0,12.05,0.57,0,7.11,0,0,0,0
 96-106,1.82,31.58,101.79,1.95,0,18.91,0,1.05,153.73,8.28,0,33.99,1.54,2.96,0,590.83
108-118,1.6,0,160.49,0,0,1.4,1.16,0,2.55,4.78,0,5.76,0,0,0,0
120,0,0,108.26,0,5.18,6.75,0,0,0,0,0,2.7,0,1.6,0,0
