stage,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,heart,immune,ionocyte,iridophores,lateral.line,mesenchyme,mucous,mural.cell,muscle,neural,olfactory,otic,periderm,spinal.cord,taste,vasculature,visceral.smooth.muscle,xanthophores
 24-34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,0,0,0,0
 36-46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381.59,0,0,1.41,1.83,0,0,0,0
 48-58,6.98,0,21.19,0,0,0,4.3,0,0,0,0,0,8.49,0,0,0.9,1072,0,0,2.73,9.15,0,0,0,27.72
 60-70,0.91,0,10.46,0,0,0,0,0,0,0,0,0,17.17,0,0,0,3704.08,0,0,1.64,1.33,0,0,0,0
 72-82,0,1.46,16.85,0,0.78,0,4.82,0.87,2.88,0,0,0,18.27,0,0,0,1211.91,1.33,0,0,1.4,0.97,0,0,6.79
 84-94,3.12,0,1434.26,0,0,0,0,0,0,0,0,0,5.04,2.96,0,0.71,4692.14,0,0,15.36,0,0,0,4.63,4.35
 96-106,1.11,1.83,94.54,0,0,0,4.1,0,0,30.71,0.74,5.01,4.01,0,0,0,6897.82,0,0,7.78,0,0,0,0,0
108-118,0.53,0,5.69,1.61,1.9,1.85,4.32,0,3.85,0,1.57,0,9.28,0,1.87,0.79,4743.48,0,0,1.82,0,0,6.55,0,0
120,0,1.08,185.86,0,0,0,4.46,0,5.13,0,0,0,7.74,0,0,0,2184.4,0,1.28,0,1.19,0,0,0,0
