stage,epidermis,eye,gut,immune,neural,periderm,pronephros,vasculature,visceral_smooth_muscle
 10-12,0,0,0,0,12.69,0,0,0,0
 24-34,0,0,0,0,0,0.76,0,0,0
 48-58,0,0.59,0,0,0.94,0,0,0,0
 72-82,0,0,0,0,4.35,0,0,0,1.52
 84-94,0,0,0,0,0,0,0,3.57,1.35
 96-106,8.24,0.73,0,10.48,0,0,2.01,0,0
108-118,0,0,0.61,0,0,0,0,0.42,4.45
120,0,0,0,0,11.83,0,2.26,0,0
