stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,167.9,4606.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,518.34,0,0,0,0,0,0,0,0,0,0,0
  5-6,372.94,5055.53,0,19.75,0,0,0,0,0,0,0,0,8.74,0,0,0,0,0,0,0,0,0,0,0,182.86,15.73,0,0,56.03,0,117.87,0,0,0,0,0,0,0,0,0,0,0
  7-9,209.99,175.96,0,196.96,0,0,0,601.67,0,0,0,0,261.15,0,0,0,0,0,0,0,0,0,0,0,4579.52,225.19,0,0,1342.65,0,21.14,4.57,0,12.75,0,0,0,0,0,0,0,0
 10-12,0,132.62,0,274.75,0,50.74,0,370.18,0,0,0,0,147.59,0,0,0,0,0,0,0,0,0,0,0,3675.16,133.13,0,0,1135.32,0,7.15,3.78,9.31,195.86,0,0,0,0,0,0,0,0
 14-21,0,1.36,1.11,1.07,159.97,36.6,0,46.4,3.2,0,3.27,8.66,11.04,1.99,0,7.53,0,0,5.79,0.86,45.3,0,0,22.96,500.15,20.68,6.01,9.25,10.45,0,43.99,0,71.95,6.04,1.67,90.79,176.16,0,0,17.29,0,1.17
 24-34,0,0,0,0.6,8.3,1.21,0,22.91,0,0,4.53,0,0,2.21,0,2.74,0,0.82,0,6.78,9.79,0.9,0,4.55,156.31,0.62,4.54,1.41,0,0,18.38,0,0,0.81,0,2.68,43.37,0,0,12.89,0,0.78
 36-46,0,0,0,0,5.35,0,0,25.98,0,0.72,3.81,0,0,0,4.56,0,0,0,1.07,3.31,17.37,0.59,0,6.29,207.39,0,7.25,0.72,0,0,46.69,0,0,0,2.58,0,32.31,0,0,5.92,0,0.59
 48-58,0,0,0,0,3.5,2.58,0,69.04,2.83,0.8,11.54,2.81,0,1.05,1.2,1.58,0.67,0,1.02,1.28,19.26,0,0,1.28,233.56,0.44,7.1,1.41,0,0,21.8,0,0,0,0.45,0,37.28,0,0,5.42,0,6.88
 60-70,0,0,0,0,1.79,0.83,0,101.32,5.27,0,16.49,0,0,0,0,0.58,1.28,0,0.59,3.05,8.15,0,1.04,1.3,152.47,0,4.63,1.33,0,0,5.97,0,0,0,0,0,20.43,0,0,11,0,6.39
 72-82,0,0,1.07,0,9.26,13.89,0,188.25,0.62,0,14.75,0,0,1.08,4.45,1.74,0,1.24,0,0.64,32.9,0,2.13,3.32,213.88,0.82,4.78,7.43,0,0,16.22,0,0,0.71,0,0,18.62,1.29,0,9.82,1.11,1.68
 84-94,0,0,0.66,1,10.6,3.53,0.78,65.14,1.79,0,8.02,1.44,0,0,12.57,0,6.44,0,0.57,6.93,24.4,0,0,3.95,66.67,1.13,4.67,11.89,0,0,41.99,0,0,0.74,0,0,11.57,0,1.31,12.71,1.66,0
 96-106,0,0,0,0,11.61,6.55,0,123,0.56,0.81,16.27,5.99,0,0,7.2,1.42,10.46,1.87,4.04,0,35.9,0,0.59,2.46,79.65,0,9.94,10.45,0,0,25.79,0,0,1.52,0,0,6.26,0,1.08,12.55,0.87,0
108-118,0,0,0,0,18.83,11.15,0,132.43,0,0.59,36.12,1.94,0,0,12.94,5.96,0.59,0.92,3.83,0.5,33.51,0.93,2.01,2.01,182.6,0.42,4.82,0.48,0,0,35.03,0,0,0,0.42,0,7.82,0.52,1.09,12.65,0,0
120,0,0,0,0,17.46,9.76,0,86.49,27.27,5.31,32.46,4.32,0,3.84,7.05,0,0,0,0,0,28.9,0,0,1.04,173.38,1.29,33.22,8.73,0,6.67,27.89,0,0,0,0,0,0,0,0,1.78,0,1.64
