stage,epidermis,eye,fin_epithelia,melanocytes,mesenchyme,muscle,neural,spinal_cord,vascular_smooth_muscle
 14-21,0.9,0,0,0,0,0,0,0,0
 24-34,0,0,5.64,0,0,0,0,0,0
 36-46,0,0,0,0,0,0.73,0,0,0
 48-58,0,0,0.44,0,0.4,0,1.51,0,0
 60-70,0,0,0,0,0,0.81,0,0,0
 72-82,0,0,0,1.79,4.57,2.26,8.58,0.81,0.49
 84-94,0,0,0,0,0,0,3.51,0,0
 96-106,0.93,3.64,0,0,0,0.71,0,0,0
108-118,0,0,1.31,0,6.62,0,0,0,0
120,1.4,1.21,0,0,3.6,0,7.87,0,0
