stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,34.66,239.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.87,0,0,0,0,0,0,0,0,0,0
  5-6,22.16,142.67,0,10.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,12.43,0,0,8.35,0,0,0,24.71,0,0,0,0,0,8.08,0,0,0,0,0,0,0,0,0,0,0,127.57,55.8,0,0,57.53,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,16.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.81,4.45,0,0,55.08,0,0,9.06,0,17.96,0,0,0,0,0,0,0
 14-21,0,0,13.49,0.9,49.13,14.66,0,1.74,0,0.87,0,0,1.19,0,0,0,0,0,0,0,0,13.64,0,0,6.69,274.42,0.94,2.34,0.95,4.94,0,0,4.32,16.68,0.87,9.77,188.01,0,0,0,0,0
 24-34,0,0,8.51,0,5.5,0,0,21.65,0,2.62,1.02,0.63,0,0,3.27,0,0,0,0,0,0,14.92,0,0,5.9,1412.11,1.27,58.5,0.89,0,0,3.55,0,0,2.72,8.97,414.25,0,0,1.48,0,0
 36-46,0,0,5.27,0,2.02,0,0,49.18,0,0.68,4.93,4.28,0.59,0,0,0,0,0,0,0,0,13,0,0,3.63,3355.62,0,58.7,0,0,0,0.63,1.84,0,0,0,676.74,0,0,1.05,0,0
 48-58,0,0,2.65,0,6.47,0,0,256.64,0,0.89,8.8,29.21,0,0,0,0.58,0,0,0.38,6.39,0,37.86,0,3.04,7.6,5122.96,4.4,26,1.59,0,0.39,0.83,0,0,0,0,759.66,0,0,7.4,0,0.8
 60-70,0.81,0,0.86,0,17.49,0,0,1200.75,0,7.15,19.33,45.7,1.85,0,9.27,0,0,0,0.77,0,8.58,143.78,0,0.84,8.77,6656.54,0,20.59,2.6,0,0,21.32,0,0,0,0,854.14,0,3.31,2.38,0,0
 72-82,0,0,14.11,1.49,29.29,2.95,0,2052.79,0,0.58,15.74,106.88,1.67,0,1.28,3.56,0,0,0.76,4.65,0,188.42,0,7.34,3.3,7014.54,0,41.9,3.39,0,4.36,5.75,0,0,0.5,0,549.78,0.88,8.69,4.43,2.92,8.65
 84-94,0,0,11.79,0,31.33,1.14,0,1516.33,0,0.7,19.71,85.25,4.28,0,3.38,0,0,0,0,0,0,135.85,3.24,7.58,7.23,4594.56,0,20.09,2.84,0,0,3.78,0,0,0,0,347.83,4.06,3.8,11.75,12.66,16.15
 96-106,0,0,11.8,0,20.05,16.21,0,1393.09,1.43,3.64,5.66,89.65,4.7,0,1,7.15,0,0,4.29,0,0,109.34,0,11.3,9.75,4088.68,0,60.43,3.2,0,5.53,4.95,0,0,0,0,176.19,17.14,11.51,5.12,7.48,5.54
108-118,0,0,12.17,0,37.46,0.48,0,1341.12,0,1.76,9.66,83.72,5.05,0,0,4.69,1.85,1.01,1.43,5.95,0,153.88,1.09,0,7.51,4897.91,0,26.63,0.72,0,8.22,4.19,0,0,0,0,137.08,8.17,2.74,7.64,4.42,0
120,0,0,0,1.28,45.81,0,13,1000.21,0,3.67,5.85,105.05,0,0,0,11.18,0,2.67,0,0,0,128.7,0,3.92,3.2,5553.98,0,27.91,14.75,0,9.96,5.5,0,0,0,0,203.6,6.9,6.89,0,2.7,0
