stage,epidermis,glial,mesenchyme,neural,olfactory,spinal_cord,taste,vasculature
 10-12,0,0,0,7.15,0,0,0,0
 24-34,0,0,0,0,0.84,0,0,0
 36-46,0,0,0,0,39.89,1.3,0,0
 48-58,0,0,0,1.13,0,0,0,0
 72-82,0,0,0,0,49.72,0,0,0
 84-94,0,0,1.85,0,40.66,0,0,0
 96-106,0,0,0,0,18.96,0,0,0.99
108-118,3.89,0.83,0,6.03,82.78,0,0.5,0
120,0,0,0,0,130.5,0,0,0
