stage,blastomeres,eye,mesenchyme,neural,paraxial.mesoderm
  3-4,12.31,0,0,0,0
  5-6,22.69,0,0,0,0
  7-9,0,5.36,0,30.27,4.35
 10-12,13.39,9.94,0,11.7,0
 24-34,0,0,1.47,0,0
