stage,axial,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,0,1.07,5.98,230.72,110.2,0,75.28,0,4.05,0,18.73,10.48,0.98,6.46,0,0.81,0,0,0,0,73.8,0,0,99.02,675.84,3.14,1,14.95,0.86,0,5.97,1.4,72.99,42.88,8.83,127.07,181.41,0,0,66.91,0,1.92
 24-34,0,0.67,0,61.68,20.34,0,51.98,1.81,22.85,2.18,15.7,2.05,0,5.7,0,0.77,0.63,0.72,3.5,0,96.06,0,0,34.21,916.13,3.87,9.81,15.12,0,0,16.23,0,0,21.67,21.33,25.27,221.03,0,0,201.18,0,10.04
 36-46,0,0,0,34.68,1.93,0,94.48,3.38,33.76,14.83,43.19,0,0,10.54,1.82,0,11.69,2.45,5.6,16.93,104.17,0,5.09,37.34,854.49,2.24,10.61,0.65,0,0.97,19.28,0,0,12.93,5.98,2.29,224.07,0,0.85,154.47,0.78,33.67
 48-58,0,0,1.72,30.68,0,0,167.42,1.62,12.23,32.63,97.83,4.48,0,11.43,8.13,0,2.98,1.55,0,3.81,153.68,0.41,13.78,28.45,717.13,9.33,5.23,4.95,0,0.39,3.97,0,0,7.02,3.02,0,137.95,0,2,170.59,0,65.32
 60-70,2.52,0,0,43.28,0.67,0,276.09,1.02,16.96,40.42,54.37,3.65,0,9.89,5.26,0,7.24,0.69,0.78,5.18,167.84,0,27.13,24.32,603.29,8.24,4.09,4.07,0,0,10.09,0,0,6.78,1.44,0,84.18,0,13.17,97.11,5.13,80.15
 72-82,0,0,0.56,18.37,1.43,0,280.45,0,12.47,41.89,58.42,4.44,0,13.96,9.06,0.74,4.48,2.31,0,0.53,203.39,0,29.14,36.56,457.18,0,11.52,15.41,0,6.29,5.23,1.65,0,12.97,3.93,0,50.03,3.06,10.86,182.05,18.87,59
 84-94,0,0,0,42.75,2.93,0,214.86,0.76,27.4,30.86,39.06,7.91,0,4.56,15.08,0.61,13.71,1.03,2.61,9.3,184.05,0,19.89,18.68,249.45,3.13,7.05,8.11,0,2.65,7.27,0,0,23.57,0,0,26.16,5.97,9.17,176.81,17.65,30.79
 96-106,0,1.24,1.03,20.83,9.34,1.91,216.44,0,34.89,41.55,78.05,15.81,0,12.93,17.1,0.63,4.43,0,1.45,0,195.2,0.72,32.81,8.01,325.59,0.58,14.03,11.47,0,5.13,23.46,0,0,22.17,5.16,0,22.96,2.89,4.22,257.04,13.27,11.9
108-118,0,0.57,2.76,45.5,3.59,12.41,278.07,0,56.25,23.55,48,27.88,0,5.53,24.65,0.51,34.35,3.25,14.15,4.39,174.76,0,15.41,32.59,317.05,0.69,6.66,15.78,0,4.72,5.09,0,0,26.44,1.99,0,11.18,3.88,7.86,203.78,11.94,49.23
120,0,0,1.66,46.46,0,2.35,115.17,1.06,13.27,14.69,72.66,9.56,0,3.96,36.26,2.26,16.6,1.77,0,0,210.57,1.16,44.36,11.33,337.13,0,40.71,36.37,0,4.48,7.2,0,0,24.57,0,0,8.44,1.23,16.1,161.79,1.05,17.4
