stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,86.19,570.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.36,0,0,0,0,0,0,0,0,0,0
  5-6,47.51,726.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,14.7,38.1,0,65.31,0,0,0,98.24,0,0,0,0,0,35.47,0,0,0,0,0,0,0,0,0,0,0,589.78,64.28,0,0,318.78,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,5.63,0,48.45,0,16,0,25.86,0,0,0,0,0,8.64,0,0,0,0,0,0,0,0,0,0,0,814.52,57.77,0,0,300.94,0,4.05,0,19.35,0,0,0,0,0,0,0,0
 14-21,0,0,0,3.77,42.71,5.6,0,14.68,0,0,0,3.8,0,1.81,0.97,0,0,0,0,0,0,41.43,0,0,37.04,183.41,0.99,1.84,0,5.39,0,0,33.37,0,0.87,43.86,52.28,0,0,0.9,0,0
 24-34,0,0,0,1.74,9.51,2.02,0,18.17,0,0,0.83,10.78,0,0,0,0,0.86,0,0.74,11.3,0.71,27.94,0,0,22.77,321.38,1.28,4.3,0,0,0,0.64,0,0.61,1.16,3.68,96.68,0,0,4.54,0,0
 36-46,0,0,0,0.84,25.5,0,0,63.17,0,3.33,0,11.67,0,0,0,0,0,0,0,0,0,48.11,0,0,8.06,647.37,5.95,11.28,0,0,0,0,0,0,0,0,194.78,0,0,6.17,0,10.02
 48-58,0,0,0,0,7.79,0,0,98.03,0,5.92,2.25,29.78,0,0,0.59,0.64,0,4.83,0,0,3.1,22.8,1.05,0.37,5.31,630.17,0.39,9.86,4.41,0,0.39,7.03,0,0,1.07,0,154.31,0,0,2.28,0,2.56
 60-70,0,0,0,0,12.53,0,0,325.81,0,0,0.8,30.8,0.72,0,0,6.83,7.1,0,0.79,0,0.93,55.53,0,4.44,1.41,843.82,0,6.97,4.54,0,0.97,2.11,0,0,0,0,188.69,2.51,1.8,4.38,0.87,0
 72-82,0,0,0,0,1.55,0,0,230.28,0,0.92,4.04,21.85,0.86,0,0,0,0,0,1.06,0,0,38.36,0.59,0,3.68,594.88,0,6.4,3.62,0,0,0,0,0,0,0,113.64,0,2.07,6.2,1.78,3.44
 84-94,0,0,1.46,0,9.8,2.87,0,189.13,0,0.86,2.18,20.63,1.35,0,0,2.18,0,4.3,1.39,0,0,19.69,3.24,0,2.64,489.32,0.62,0,4.15,0,1.59,0,0,0,0,0,59.04,1.6,0.57,1.95,5.86,0
 96-106,0,0,0,0,12.32,0,1.71,139.63,1.06,1.52,1.53,21.2,2.84,1.06,4.12,2.53,0,3.01,6.34,0,0.69,31.31,1.69,2.09,2.16,310.49,2.07,1.33,3.98,0,0,7.81,0,0,0,0,33.35,0.61,3.63,11.34,4.77,11.57
108-118,0,0,0.84,0,10.52,1.71,0,163.17,0,6.47,0.9,35.17,1.91,0,0,0,0,2.27,2.4,0,0,28.98,0,5.89,2.32,431.86,0,23.81,7.98,0,1.31,2.7,0,0,0,0,19.82,0,5.82,1.66,0,0
120,0,0,0,0,11.85,0,0,193.29,0,1.45,0,49.86,2.93,0,0,0,0,0,0,0,0,62.73,0,2.47,5.44,683.77,2.28,0,2.33,0,0,0,0,0,0,0,48.69,0,0,0,5.9,3.17
