stage,eye,glial,mesenchyme,muscle,neural,olfactory,otic,periderm,pronephros,spinal.cord
 14-21,0,1.08,0,0,0,0,0,2.44,0,7.06
 24-34,0.6,0,1.13,0.88,0.69,0,0,1.03,0,0
 36-46,0,0,0,0,0,0,0,0,0,1.06
 48-58,0,0,0.71,0,5.81,0,0.74,0,0,0
 60-70,1.1,0,0.93,0,0,0,0,0,0,0
 72-82,2.01,1.6,0,0,0,0.6,0,0,0,0
 84-94,0,0,0.79,0,0,0,0,0,0,0
 96-106,0,0,0,0,1.21,0,0,0,0,0
108-118,0,2.03,0.85,0,0,0,0,0,0,0
120,0,0,0,0,0,0,0,0,1.79,0
