stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,78.68,3206.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.47,0,0,0,0,0,0,0,0,0,0
  5-6,202.49,3028.04,0,13.2,0,0,0,0,0,0,0,0,0,39.51,0,0,0,0,0,0,0,0,0,0,0,117.13,7.94,0,0,0,0,32.12,0,0,0,0,0,0,0,0,0,0
  7-9,24.24,25.71,0,21.14,0,0,0,67.46,0,0,0,0,0,16.09,0,0,0,0,0,0,0,0,0,0,0,509.58,10.89,0,0,302.03,0,0,4.81,0,0,0,0,0,0,0,0,0
 10-12,0,18.63,0,50.54,0,5.31,0,36.88,0,0,0,0,0,3.01,0,0,0,0,0,0,0,0,0,0,0,337.13,0,0,0,163.2,0,0,13.12,0,15.5,3.24,0,0,0,0,0,0
 14-21,0,0,0,2.06,20.55,3.54,0,3.58,0,1.82,0,0.89,0,0,0,0,0.81,0,0,1.42,0,8.08,0,0,3.73,28.93,0,0,0.91,2.28,0,0,0,5.85,0,2.2,4.22,0,0,0,0,5.96
 24-34,0,0,0,2.22,6.3,0.68,0,11.6,0,0,0,1.03,1.08,0,0,0,0,0,0.65,0.95,0,12.56,0.84,0,5,36.62,0,0.77,1.23,1,0,0,0,0,0,0.77,6.68,0,0,0.73,0,0
 36-46,0,0,0,0,2.84,1.1,0,5.18,0,0,0.62,0,0.86,0,0,5.82,0.61,0,0.77,0,0,6.46,0,0,4.23,13.61,0,2.25,0.6,0,0,4.43,0.65,0,0,0,0,0,0,3,0,0
 48-58,0,0,0,0,0.43,2.86,0,0.83,0,0,0.43,0.63,0,0,0,1.07,0,0,0,0,0,6.92,0,0,1.47,3.88,0,0.86,0,0,0,18.1,0.56,0,0,0,0,0,0,10.44,0,0
 60-70,0,0,0,0,6.44,0,0,0,0,0.69,0.62,12.71,0,0,0.58,6.07,1.02,0,10.16,0.87,0,13.59,0,0,2.86,5.39,0,0.96,2.01,0,0,12.29,0,0,0,0,3.96,0,1.22,8.19,0,6.32
 72-82,0,0,1.62,0,4.26,0,0,1.25,0,0,0.57,1.74,3.38,0,0.58,14.19,0.63,0,2.34,0,0,18.72,0,0,0,11.62,0,5.08,3.44,0,0.84,12.54,0,0,0.53,0,0.83,0,0.75,11.54,0,0
 84-94,0,0,0,0,9.84,0,0,10.32,0,0,0,7.02,7.59,0,1.06,20.59,2.54,0,3.66,0,0,16.71,2.35,0,1.12,16.91,0,6.26,5.24,0,0,32.13,0,0,1.72,0,0,2.69,1.21,11.12,0,0
 96-106,0,0,0,0.72,25.46,1.13,0,14.48,0,4.46,8.15,11.94,20.14,0,2.37,43.26,5.4,0.89,7.67,7.11,0,37.58,10.89,2.45,1.72,33.04,0,4.36,9.8,0,0,80.97,0,0,0,0,3.17,4.02,0,29.04,3.34,0
108-118,0,0,5.5,0,18.81,0.58,0.73,5.43,0.76,4.56,4.04,4.35,8.55,0,1.46,23.88,8.19,7.25,4.03,4.99,2.61,53.57,14.67,3.79,0.42,31.02,0.5,3.85,1.54,0,0,45.17,0,0,2.33,0,0,3.08,1.18,12.34,1.75,4.33
120,0,0,3.89,0,21.93,0,0,6.63,0,6.7,0,0,10.76,0,8.94,76.75,17.61,3.25,0,9.85,1.51,19.41,3.7,0,2.71,25.1,0,2.41,0,0,0,153.89,0,0,1.75,0,0,0,0,8.54,0,0
