stage,eye,glial,mesenchyme,neural,olfactory,pronephros,spinal_cord
 14-21,0,4,0,3.84,0,1.8,1.34
 36-46,0,0,0,0,1.07,0,3.52
 48-58,0,0,0,0,0,0.49,1.51
 60-70,0,1.96,0,0,0,0,0
 72-82,0,2.76,0,0,7.07,0,0.53
 84-94,0,0.57,0,0,0,0,0
108-118,1.74,0,3.25,0,2.92,0,0
