stage,axial,epidermis,eye,gut,immune,mesenchyme,neural,notochord,olfactory
  7-9,7.23,0,0,0,0,0,0,6.09,0
 10-12,0,0,7.26,0,0,0,8.03,0,0
 24-34,0,0,0.74,0,0,0,0,0,2.71
 36-46,0,0,0,0,0,0,0,0,11.78
 48-58,0,0,0,0,0,10.72,0,0,10.88
 60-70,0,0,0,0,0,0,0.86,0,23.79
 72-82,0,0.58,0,0.64,0,0,2.58,0,19.47
 84-94,0,0,0,0,0,0.9,0,0,7.68
 96-106,0,0,0,0,4.04,0,6.46,0,12.8
108-118,0,0,0,0,0,0.6,0,0,12.78
120,0,0,0,0,0,0,0,0,12.48
