stage,epidermis,eye,fin_mesenchyme,glial,mesenchyme,neural,paraxial_mesoderm,slow_muscle,spinal_cord,xanthophores
  7-9,0,0,0,0,0,0,14.67,0,0,0
 24-34,0,2.14,0,0,0,0,0,0,0,0
 36-46,0,5.3,0,0,0,1.4,0,0,0,0
 48-58,0,11.2,0,0,0,0,0,0,0,0
 60-70,0,164.81,0,0,0,0,0,0,0,0
 72-82,0,231.87,1.09,0,0,7.59,0,0,0,6.75
 84-94,1.3,302.78,0,0,0,2.32,0,0,0,0
 96-106,0,336.2,0,0,0,8.33,0,0.9,1.15,0
108-118,0,200.8,0,1.57,0,3.08,0,0,0,0
120,2.25,329.85,0,0,2.33,16.16,0,0,0,0
