stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,3387.43,60312.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2492.75,0,0,0,0,0,0,0,0,0,0,0
  5-6,6222.08,89861.64,0,137.35,0,0,0,0,0,0,0,0,0,166.02,0,0,0,0,0,0,0,0,0,0,0,2576.57,252.12,0,0,722.79,0,1954.56,0,0,0,0,0,0,0,0,0,0,0
  7-9,1939.73,2299.65,0,2631.11,0,23.93,0,6978.2,0,0,0,0,0,2310.63,0,0,0,0,0,0,0,0,0,0,0,62913.57,2394.04,0,0,19686.77,0,126.71,324.54,0,36.38,0,0,0,0,0,0,0,0
 10-12,15.53,1817.1,0,2752.48,0,192.78,0,4649.2,0,0,0,0,0,826.72,0,0,0,0,0,25.56,0,0,0,0,0,43888.03,1573.97,0,0,14529.77,0,50.76,168.18,96.44,1695.52,0,121.26,60.18,0,0,0,0,0
 14-21,0.89,12.92,1.05,47.36,802.67,285.73,0,518.38,0,2.03,0,94.76,38.81,27.11,9.86,2.97,20.41,0,4.15,1.15,5.2,325.51,0.9,0,329.36,5249.46,90.94,9.82,82.33,179.72,0,134.77,24.19,758.82,69.66,26.26,859.57,1537.63,0,0,25.45,0,4.6
 24-34,0,0,5.18,26.07,176.91,33.78,0,738.44,0,9.75,13,96.85,11.96,7.43,5.94,19.12,18.65,18.89,17.19,20.11,25.94,572.88,8.8,5.86,216.65,6229.35,38.69,40.03,65.24,0,2.91,207.8,0.86,8.4,39.04,7.16,129.6,1251.3,0,0,96.68,0,42.57
 36-46,0,0,0.73,0.56,97.61,3.21,0,1415.5,4.07,13.99,19.86,222.19,4.5,0,7.54,34.76,9.12,19.41,18.87,10.81,18.35,528.3,5.3,8.33,128,6271.38,17.84,53.96,31.91,0,0,158.98,1.49,2.69,9.7,0.74,1.02,1272.4,0,0.85,68.53,0.78,25.65
 48-58,0,0,0.54,3.03,83.43,7.91,0,2216.24,3.46,14.18,12.13,306.51,16.61,5.74,8.99,20.65,18.77,22.1,10.94,19.3,10.47,681.42,11.42,18.31,124.31,5147.32,16.22,29.46,37.16,0,2.2,77.45,0,0.92,6.14,2.73,0,1001.51,0,2.05,69.23,0,39.3
 60-70,0,0,2.34,0,104.61,14.89,0,2702.56,15.81,22.79,17.61,255.48,23.23,4.08,4.12,23.41,13.76,22.11,18.17,21.04,19.36,683.84,1.83,22.73,73.95,4356.16,7.91,16.46,41.04,0,3.23,121.91,0,0,0.59,3.76,0,515.67,0,12.26,44.58,0.71,52.33
 72-82,0,0,2.27,0,94.52,38.03,1.92,2289.91,7.2,14.04,29.33,218.24,28.36,1.05,12.3,43.84,12.64,16.05,23.51,3.91,16.24,768.83,7.02,15.51,77,2884,3.74,33.77,31.05,0,3.1,99.36,0,0,5.36,0.53,0,277.84,9.52,11.7,85.34,11.63,32.2
 84-94,0.62,0,9.48,1,176.6,56.46,3.89,1441.76,14.11,17.57,21.98,182.2,51.61,4.1,13.62,46.89,26.13,23.59,18.68,27.28,16.28,585.15,26.37,25.18,49.45,2188.6,7.17,38.56,30.79,0,3.51,280.3,0,0,13.2,1.38,0,186.82,16.71,12.53,71.91,10.47,25.24
 96-106,0,0,5.55,0,118.33,48.42,5.1,1322.33,6.61,13.84,27.09,182.48,56.43,0,23.18,62.82,20.64,5.99,23.07,24.41,5.06,570.71,10.96,9.49,54.04,1611.97,3.09,31.19,45.35,0,2.74,240.83,3.38,0,9.86,0.6,0,100.28,12.55,14.25,79.8,16.47,16.19
108-118,0,0,0,1.69,183.4,52.97,7.76,1077.05,2.39,28.47,26.99,175.05,57.32,0,7.34,62.41,28.58,18.85,15.68,15.34,7.34,631.07,13.68,17.59,63.11,2136.02,6.71,40.89,51.21,0,11.16,212.9,1.42,0,4.32,0.87,0,62.99,11.01,17.4,68.84,11.32,21.6
120,0,0,0,0,213.2,51.44,3.88,1006.35,6.47,25.92,40.9,243.76,38.91,0,11.01,41.17,26.03,21.49,21.21,7.66,0,540.96,4.4,15.59,51.32,2777.93,10.97,52.19,41.45,0,22.08,172.33,0,0,2.43,1.42,0,89.53,10.25,6.93,80.16,26.55,16.71
