stage,axial,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
 14-21,0,0.82,30.69,501.47,233.76,0,534.12,0,0,0,30.67,10.89,24.98,2.07,3.29,3.06,0,3.23,4.74,6,214.76,0,0,196.02,3554.85,56.69,10.99,30.78,85.4,0,15.31,5.35,706.08,21.22,17.42,1051.91,634.55,0,0,4.53,0,2.49
 24-34,0,0.89,7.47,168.95,34.58,0,788.94,4.1,10.49,4.94,58.5,12.42,0.67,0,15.6,17.87,15.06,13.41,15.77,10.43,378.9,6.36,0,119.05,3798.04,16.05,19.69,30.9,0,0,84.27,1.06,2.71,5.47,24.48,202.43,571.98,0,0,60.9,0,18.88
 36-46,0,0,1.23,119.38,2.36,0,446.1,19.61,10.73,9.88,46.72,6.84,0,4.83,11.25,24.21,3.95,3.72,8.05,2.39,175.61,0,9.17,68.06,2207.75,4.5,7.2,17.06,0,0,119.16,1.85,1.05,3.33,9.13,15.95,294.46,0,0,29.26,0,6.31
 48-58,1.16,0,3.46,73.21,3.59,0,557.81,2.74,5.46,4.38,158.54,25.45,1.58,1.26,10.42,15.45,15.71,4.53,27.93,5.14,181.45,0,5.79,88.57,1664.45,18.91,32.73,13.37,0,0,75.04,0.84,2.68,2.61,1.86,0,207.77,0,0.44,27.01,0,27.61
 60-70,0,0,2.79,65.25,8.26,0,798.53,8.56,9.57,17.17,190.6,37.75,9.02,4.48,16.82,3.49,17.49,8.69,26.86,12.05,252.82,1.53,25.84,101.68,1646.76,4.78,10.3,13.82,0,0,88.49,0,0,7.69,9.91,0,146.86,0.99,3.55,37.5,0,4.66
 72-82,0,1.58,4.06,51.27,30.82,5.51,480.32,3.99,8.01,20.13,153.89,35.18,2.72,1.06,26.35,12.97,8.01,8.58,26.31,7.28,336.5,1.56,28.79,94.75,1067.47,13.36,5.6,9.55,1.13,1.74,70.79,0.85,0,0.66,6.06,0,54.3,1.94,12.27,40.25,12.73,7.78
 84-94,0,3.58,0,68.93,16.58,12.18,262.88,5.77,1.77,14.04,138.26,28.59,2.11,3.93,19.97,13.19,3.71,4.33,23.14,1.57,226.4,4.05,11.6,65.95,522.63,7.41,9.74,18.09,0,3.41,108.94,0,0,4.85,1.27,0,53.73,4.43,4.42,62.25,6.33,11.01
 96-106,0,1.68,0.59,77.72,22.28,7.85,198.78,2.36,12.59,4.47,95.5,27.66,0,5.33,30.69,10.92,14.04,2,12.61,0,191.79,7.54,6.43,44.92,355.36,1.76,12.38,10.62,0,1.61,106.01,2.18,0,2.09,0,0,13,1.08,5.06,29.2,5.54,30.51
108-118,0,0.62,0.74,124.84,47.01,31.16,272.8,9.62,12.9,7.44,94.16,17.01,0,1.34,23.08,8.66,7.22,7.36,27.1,12.85,251.06,7.06,8.74,64.86,681.6,5.18,15.9,7.51,0,9.09,133.71,1.54,0,1.96,0.43,0,18.39,2.99,5.54,36.55,4.48,20.96
120,1.19,7.63,0,426.99,67.04,4.9,301.78,33.49,36.94,38.02,185.5,44.35,0,6.92,33.94,30.43,10.79,20.02,24.05,3.09,431.23,6.98,53.92,150.55,1281.79,8.86,12.63,34.52,0,12.26,205.55,0,0,6.56,1.37,0,8.01,0,2.15,45.44,9.93,19.74
