stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,22.2,640.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0
  5-6,78.74,1001.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.48,0,0,0,7.9,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,32.09,19.51,0,37.32,0,0,0,118.94,0,0,0,0,0,30.78,0,0,0,0,0,0,0,0,0,0,0,812.81,5.05,0,0,284.55,9.13,3.79,0,0,0,0,0,0,0,0,0,0
 10-12,0,11.17,0,49.42,0,25.35,0,29.14,0,0,0,0,0,25.04,0,0,0,0,0,0,0,0,0,0,0,470.62,35.55,0,0,213.85,3.1,5.62,0,37.94,0,0,6.57,0,0,0,0,0
 14-21,0,0,1.05,0,12.37,4.92,0,6.34,0,0,0,4.24,2.14,0,0,0,0,0,0.93,0,0,6.11,0,0,10.34,129.59,0,0.98,0,2.92,0,0,6.23,0.94,0.96,10.07,37.85,0,0,1.24,0,0.84
 24-34,0,0,0.84,1.54,1.53,0,0,19.94,0,0,1.24,7.14,2.02,0,0,0,0,1.14,1.8,0,0,25.64,0.63,0,17.89,232.92,10.8,2.65,2.04,1,1.75,0,0,0,1.83,3.55,38.09,0,0,1.99,0,0.6
 36-46,0,0,0,0,4.93,0,0,46,0,0,0.67,5.74,0,0,0.57,0,0,0,0.65,12.04,0,33.67,0,0,7.1,212.01,0,3.27,0.57,0,4.53,0,0,0.72,0,0,65.92,0,0,1.23,0,0
 48-58,0,0,0,0,14.05,0,0,58.17,2.96,0,1.11,17.9,0,0,0.63,0,0,0.43,0,0,3.96,35.07,0,0.56,2.5,250.05,0,1.2,0,0,6.96,0,0,0.56,0,0,47.46,0,0,3.07,0,0
 60-70,0,0,0,0,6.28,0.58,0,113.65,0.99,1.65,0,26.51,0,0,0.9,0,0.56,0,0,0,0,43.67,0,0,1.93,263.92,0,2.08,11.26,0,7.3,0,0,0,0,0,46.08,0,0,4.99,0,2.5
 72-82,0,0,0,0,4.74,13.15,0,154.73,0,0.5,2.98,19.61,0,0,0,0,0,0,0.63,0,1.81,51.36,0,0,9.15,251.04,0,0.86,2.36,0,4.92,0,0,0,0,0,37.35,0,0.85,5.05,1.53,6.01
 84-94,0,0,0,0,6.01,2.75,0,93.43,1.41,1.77,0,10.98,2.01,0,1.78,2.9,0.94,1.48,0,1.37,0,44.08,1.39,1.31,2.49,126.73,0,4.43,0,0,7.67,0,0,0,0,0,9.36,0,0,1.89,0,6.48
 96-106,0,0,0,0,8.17,14.83,0,46.04,0,0,0,18.85,1.81,0,2.14,0.87,0,1.36,0,0,0.57,43.83,0,7.36,3.27,93.95,0.58,0.63,2.79,0,14.18,0,0,0,0,0,15.35,2.05,1.08,5.44,0,0.69
108-118,0,0,0.91,0,2.52,4.68,0.45,87.64,0,3.97,9.37,34.01,1.73,0,2.95,1.64,1.4,1.42,0,0,0,71.18,0,0,3.4,202.53,0,1.35,6.46,0,11.84,0,0,0,0,0,22.81,0,0,2.97,2.59,0.89
120,0,0,0,0,6.06,3.03,0,93.4,0,0,0,56.17,2.67,0,0,10.16,0,4.88,1.76,9.71,0,62.06,0,17.37,8.74,416.93,2.55,2.49,0,0,13.63,0,0,1.14,0,0,0,0,0,20.7,8.87,0
