stage,epidermis,exocrine_pancreas,eye,glial,mesenchyme,mural_cell,neural,olfactory,spinal_cord
 14-21,0,0,0,0,0,0,0,0,0.97
 24-34,0,0,0,0,0,0,1.53,5.29,0
 36-46,0,0,0,0,0,0,0,26.1,0
 48-58,0,0,0,0,0,0,0.7,2.86,0
 60-70,0,0,12.73,1.19,0,0,1.21,281.7,1.94
 72-82,0,0,0,0,0,1.62,3.92,263.71,0
 84-94,0,0,0,0,0,0,4.89,81.12,0
 96-106,1.02,0,1.69,1.9,1.94,0,1.75,247.56,0
108-118,0,3.75,0,0,0,0,3.64,204.02,0
120,0,0,0,0,0,0,5.53,243.39,0
