stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,89.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2358.83,0,0,0,0,0,0,0,0,0,0
  5-6,0,216.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.54,0,0,0,0,0,5200.71,0,0,0,0,0,0,0,0,0,0
  7-9,11.5,7.04,0,5.77,0,0,0,0,0,0,0,0,0,150.74,0,0,0,0,0,0,0,0,0,0,0,111.45,42.38,0,0,28.19,0,730.84,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,6.49,0,0,0,0,0,0,0,0,0,44.06,0,0,0,0,0,0,0,0,0,0,0,29.27,12.39,0,0,11.61,0,124.86,0,0,0,7.48,0,0,0,0,0,0
 14-21,0,0,0,6.01,25.94,2.02,0,7.21,0,0,0,0,9.05,0,0,3.59,67.89,0,6.96,0,0,7.91,15.32,0,3.57,50.53,29.08,3.47,0,0,0,63.87,1.99,0,10.2,53.67,13.14,0,0,1.91,0,0
 24-34,0,0,0.65,8.58,54.38,11.67,0,90.92,2.88,8.31,0,0.89,5.44,4.28,3.57,15.98,185.24,2.21,24.17,1.8,0,29.83,59.19,0,48.93,385.18,27.44,31.13,8.07,0,0,247.66,0,2.11,37.96,78.51,15.67,0,0,48.04,0,0
 36-46,0,0,0,1.17,35.78,36.06,0,101.65,46.27,7.35,0,1.93,5.3,1.38,4.8,19.42,48.34,1.36,18.81,2.52,0.99,93,17.69,3.84,37.55,275.2,50.15,13.37,0,0,0,486.48,0,0,49.27,4.31,13.78,0,0,23.72,0,5.32
 48-58,0,0,0,2.86,67.23,123.52,0,128.6,33.19,25.73,4.56,6.24,1.74,20.33,2.18,8.14,43.61,21.34,20.91,3.48,2.88,86.19,25.52,6.47,50.04,170.58,49.27,8.59,24.94,0,0.73,512.95,0,0.61,24.9,0,16.27,0,0,26.12,0.78,7.43
 60-70,0,0,0,0,106.5,127.94,0,179.63,30.01,33.67,5.97,16.08,84.2,5.05,2.3,36.19,11.69,17.09,45.36,1.78,0,199,22.9,4.16,58.46,152.13,46.2,8.55,9.3,0,2.88,437.53,0,0,27.5,0,5.11,1.22,5.41,33.15,0,0
 72-82,0,0,0,0,89.41,148.4,0,121.8,20.98,31.54,1.14,15.9,180.66,1.73,5.68,84.23,22.53,25.76,47.35,3.37,0,269.02,40.06,13.42,49.51,120.47,17.95,10.36,18.62,1.13,11,203.61,0,0,8.94,0,4.09,13.93,5.89,74.86,5.05,13.87
 84-94,0,0,1.05,0,145.27,89.56,0,159.68,9.46,48.98,0,3.67,277.53,2.31,4.36,67.17,29.25,9.68,57.29,1.47,0,230.72,61.35,23.64,27.41,89.63,30,39.47,4.43,0,7.03,628.93,0,3.59,13.25,0,5.59,17.55,13.35,67.04,5.32,0
 96-106,0,0,0,0,168.04,168.3,7.43,160.25,23.42,45.6,2.09,9.43,153.93,1.32,21.92,124.6,14.92,8.99,106.82,19.6,1.29,345.1,43.24,23.02,58.05,110.88,24.14,35.39,9.64,0,11.76,353.2,0,1.53,16.29,0,4.94,37.48,12.64,124.91,3.77,0
108-118,0,0,18.23,0,212.73,80.61,0,148.95,21.61,76.46,3.98,12.14,169.6,0,11.58,200.92,47.81,30.69,78.63,3.7,5.27,299.11,47.21,33.44,64.93,87.44,21.59,37.2,1.79,0,13.11,426.32,0,0.84,10.93,0,3.88,29.51,16.05,100.74,20.67,4.73
120,1.19,0,0,0,265,119.69,0,118.95,19.34,76.79,0,15.57,110.11,0,0,277.94,15.68,8.52,31.27,13.46,5.4,272.66,29.48,29.93,68.25,81.76,80.58,49.88,7.32,0,39.76,207.21,1.12,1.2,9.58,0,0,21.54,5.95,136.68,0,0
