stage,axial,blastomeres,eye,fin.epithelia,glial,gut,mesenchyme,neural,spinal.cord
  3-4,0,74.67,0,0,0,0,0,0,0
  5-6,17.3,31.79,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,6.41,0
 14-21,0,0,0,0,0,0,0,1.76,0
 24-34,0,0,0,3.01,0,0,0,0,0
 36-46,0,0,0,3.56,0,0,0,0,0
 48-58,0,0,0,0,0,0,0.39,0,1.45
 60-70,0,0,0,0,0,0,0,0.93,0.76
 84-94,0,0,0,0,0,0,0,0,0.69
 96-106,0,0,0,0,5.34,0.79,0,0,0
108-118,0,0,0.86,0,0,0,0,0,0
