stage,blastomeres,eye,glial,ionocyte,lateral.line,melanocytes,mesenchyme,mucous,neural
  3-4,13.09,0,0,0,0,0,0,0,0
  5-6,16.13,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,16.54
 10-12,0,0,0,0,0,0,0,0,9.84
 36-46,0,0,0,0,0,0,0.68,0,1.2
 48-58,0,0,0,0,0,0,0.37,0.83,0
 72-82,0,0,0,0,0,0,3.37,0,0
 84-94,0,8.25,0,0,0.78,0,0,0,0
 96-106,0,0,0,0,0,0.67,5.36,0,0
108-118,0,0,1.9,0.67,0,0,0,0,0
