stage,blastomeres,erythrocytes,eye,glial,mesenchyme,muscle,neural,spinal_cord
  3-4,80.19,0,0,0,0,0,0,0
  5-6,10.26,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,4.96,0
 14-21,0,0,0,0,0,0,12.31,0
 24-34,0,0,0,0,0.78,0,1.01,0
 36-46,0,0,0,0,0,0,3.61,14.14
 48-58,0,0,0,0,0.52,0,4.45,0
 60-70,0,0,3.69,0,1.95,0,2.14,0
 72-82,0,3.9,1.09,0,0,1.66,2.79,0
 96-106,0,0,0,0,0,0,2.13,0
108-118,0,0,0,1.15,0,0,5.51,0
120,0,0,0,0,0,0,5.4,0
