stage,blastomeres,epidermis,eye,glial,immune,mesenchyme,mucous,neural,spinal.cord
  5-6,20.73,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,3.78,0
 10-12,0,0,0,0,0,0,0,9.9,0
 14-21,0,0,0,0,0,0,0,2.85,0
 24-34,0,0,0,0,0,0,0,5.39,1.63
 36-46,0,0,0.6,0,0,1.8,0,0.55,0
 48-58,0,0,3.61,0,0,4.67,0.65,14.52,0.62
 60-70,0,0,0.89,0,0,0,0,1.17,0
 72-82,0,0,0,0,0,1.51,0,13.19,0
 84-94,0,0,1.14,0,0,0,0,0.75,0
 96-106,0,1.3,8.05,0.82,0,1.39,0,0,2.28
108-118,0,0.42,0,0,1.66,1.77,0,1.84,0
120,0,4.09,3.47,0,0,4.8,0,0,0
