stage,blastomeres,eye,glial,melanocytes,mesenchyme,neural,notochord,otic,periderm,spinal.cord
  5-6,12.32,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,0,0,0.83,0,0,0
 24-34,0,0,0,0,0,1.96,0,0,0,0.67
 36-46,0,0,0,1.14,0.55,3.22,0,0.57,0,0
 48-58,0,0.39,0,0,0,12.21,0,0,0,0
 60-70,0,6.53,0,0,0,3.21,0,0,0,0
 72-82,0,0,0,0,0,5.75,0,0,0,0
 84-94,0,0,0,0,0,14.94,0,0,0,0
 96-106,0,0.95,0,0,2.88,0,0,0,1.72,0
108-118,0,0,0.47,0,0,0,0,0,0,0
