stage,blastomeres,eye,glial,ionocyte,mesenchyme,neural,notochord,spinal.cord
  5-6,16.74,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,19.22,16.72,0
 14-21,0,0,0,0,0,4.68,0,0
 24-34,0,0,0,0,0,4.89,0,1.31
 36-46,0,0,0,0,0,1.36,0,0
 48-58,0,0,1.15,0,0,2.54,0,0
 60-70,0,0,0,0,0,2.28,0,0
 72-82,0,1.11,0,0,0,0,0,0
 96-106,0,0,0,0,2.25,0,0,0
120,0,0,0,1.29,0,0,0,0
