stage,blastomeres,epidermis,eye,fin.epithelia,glial,neural,olfactory,paraxial.mesoderm,spinal.cord
  5-6,8.8,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,5.07,0,0,0
 10-12,0,0,0,0,0,0,0,4.84,0
 14-21,0,3.3,0,0,0,0,0,0,0
 24-34,0,0,0,0,0,1.21,0,0,0.6
 36-46,0,0,0,0,0,1.36,0,0,0
 48-58,0,0,0,0,0,1.01,0.43,0,0.79
 60-70,0,0,1.28,0,0,2.63,0,0,0
 72-82,0,0,7.5,0,0,10.25,0,0,1.86
 84-94,0,0,10.22,0.68,0,0,0,0,0
 96-106,0,0,12.03,0,1.94,2.23,0,0,2.82
108-118,0,0,9.52,0,0,4.21,0,0,1.12
120,0,0,22.4,0,0,10.69,0,0,0
