stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,3670.72,62886.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2038.87,0,0,0,0,0,0,0,0,0,0,0
  5-6,7017.85,79589.29,0,170.92,0,0,0,0,0,0,0,0,0,287.2,0,0,0,0,0,0,0,0,0,0,0,2414.51,264.46,0,0,733.04,0,1551.65,0,0,0,0,0,0,0,0,0,0,0
  7-9,2415.08,2898.8,0,4098.29,0,22.85,0,9911.08,0,0,0,0,0,2386.32,0,0,0,0,0,0,0,0,0,0,0,76433.39,2975.15,0,0,26884.98,0,348.52,287.26,0,9.82,0,0,0,0,0,0,0,0
 10-12,45.33,1920.9,0,2865.37,0,380.6,0,5515.64,0,0,0,0,0,722.09,0,0,0,0,0,32.46,0,0,0,0,0,54520.94,1920.26,0,0,14044.27,0,135.51,99.55,53.21,1613.47,0,184.65,63.21,0,0,0,0,0
 14-21,0,0,11.08,60.38,1053.3,246.63,0,270.88,0,9.64,0,70.36,21.85,20.21,18.69,0,13.5,2.24,3.23,17.03,12.49,322.44,0,0,318.96,4546.58,141.98,30.69,42.76,105.68,0,168.87,27.35,401.53,58.01,193.68,1195.51,1614.6,0,0,56.04,0,2.37
 24-34,0,0,12.23,14.07,597.91,35.18,0,807.33,14.42,73.03,16.14,180.22,3.1,3.29,34.44,9.05,28.15,6.22,22.11,20.8,24.97,755.35,15.98,5.56,328.73,10582.63,95.37,146.16,137.61,0,2.13,541.56,1.29,2.32,72.71,58.37,424.25,2365,0,0,313.86,0,37.87
 36-46,0,0,7.25,1.83,243.85,20.87,0,1706.74,64.27,80.95,50.49,516.95,3.91,1.47,32.03,22.64,10.53,7.41,20.15,23.25,50.07,913.69,11.45,19.74,245.05,12717.73,76.23,168.33,101.46,0,5.55,693.99,6.12,8.7,61.57,21,16.42,2821.67,0,1.37,244.49,0,53.35
 48-58,1.35,1.29,7.1,2.09,287.07,21.72,0,3487.38,26.06,128.9,50.13,930.52,8.21,15,23.38,23.47,29.23,22.36,23.82,43.35,61.9,1281.34,18.04,52.72,217.12,12708.51,85.84,126.87,138.92,0,3.18,325.76,1.31,5.45,26.55,30.52,0,2679.98,0,6.69,239.99,2.83,92.78
 60-70,0,0,6.47,5.58,291.15,46.61,0,5187,28.69,102.48,66.91,823.16,32.22,5.37,32.57,58.5,22.1,33.1,14.59,9.96,30.83,1363.61,14.89,54.69,137.71,10919.14,67.82,114.84,152.17,0,6.73,398.8,0,0,21.07,12.44,0,1628.35,7.43,24.69,119.52,7.39,104.34
 72-82,0,0,28.9,1.07,300.23,103.22,1.23,5610.72,16.29,72.55,77.25,1050.71,48.37,4.37,29.18,54.02,30.06,55.15,38.92,14.45,24.94,1925.29,29.78,90.52,185.01,9385.09,66.68,170.83,188.31,4.01,36.17,308.15,2.78,0,11.47,15.28,0,1036.14,33.18,53.97,334.34,54.77,92.74
 84-94,0.62,0,14.36,3.58,453.36,104.68,3.05,4425.54,47.68,63.3,74.04,863.39,72.51,11.47,14.99,75.69,35.4,82.26,34.48,21.03,105.22,1574.02,33.45,110.47,105.8,6436.54,48.08,159.57,288.55,3.85,34.36,646.77,0,0,40.82,7.96,0,850.49,44.12,57.28,290.04,63.9,32.45
 96-106,0,0,31,3.08,387.78,190.79,21.99,4079.43,23.01,63.05,50.37,1041.97,100.48,0,18.18,67.4,46.31,42.06,78.25,79.07,26.25,1223.58,29.67,49.64,114.24,5729.49,18.59,175.32,234.4,0,27.39,611.59,7.21,0,16.78,20.75,0,325.45,85.49,45.14,361.17,39.01,53.53
108-118,0.5,0,19.94,5.42,525.99,81.28,85.69,4219.93,20.08,67.32,46.2,1067.43,104.35,2.74,18.12,91.28,66.56,81.74,37.93,47.19,56.62,1470.91,37,57.21,134.2,7493.58,50.16,182.05,217.97,0,52.31,451.82,0.48,0,31.61,7.42,0,357.76,93.85,42.3,298.22,52.3,76.59
120,2.82,0,17.12,7.39,717.14,118.4,22.05,3751.35,66.25,150.76,101.87,1913.7,144.08,0,20.79,163.16,56.65,47.07,37.84,90.01,12.02,1646.18,22.44,80.66,190.63,13555.29,51.66,214.9,335.09,0,48.2,329.19,1.53,0,21.22,3.21,0,470.57,38.4,55.31,502.94,71.1,33.41
