stage,blastomeres,epidermis,eye,mesenchyme,muscle,neural,paraxial_mesoderm
  3-4,13.03,0,0,0,0,0,0
  5-6,16.02,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,8.92
 14-21,0,0,0,0,0,2.44,0
 24-34,0,0,0,0,0,0.97,0
 36-46,0,0,0.62,0,0,2.15,0
 48-58,0,0,6.68,0,0,6.03,0
 60-70,0,0,34.79,0,0,6.78,0
 72-82,0,0,19.04,0,1.7,3.46,0
 84-94,0,6.66,11.56,0,0,6.71,0
 96-106,0,0,7.77,1.33,0,3.58,0
108-118,0,0,15.72,0.55,0,7.89,0
120,0,0,11.12,0,0,0,0
