stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,51.37,971.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.91,0,0,0,0,0,0,0,0,0,0,0
  5-6,33.13,1435.53,0,0,0,0,0,0,0,0,0,0,7.74,0,0,0,0,0,0,0,0,0,0,0,28.18,0,0,0,12.15,0,9.26,0,0,0,0,0,0,0,0,0,0,0
  7-9,22.35,97.55,0,16.8,0,0,235.8,0,0,0,0,0,11.48,0,0,0,0,0,0,0,0,0,0,0,1028.15,0,0,0,169.99,0,0,18.48,0,0,0,0,0,0,0,0,0,0
 10-12,0,18.09,0,63.9,0,10.78,126.84,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,1089.85,11.92,0,0,198.2,0,0,19.91,4.36,11.78,0,0,18.22,0,0,0,0,0
 14-21,0,0,0,3.96,36.19,20.35,30.19,0,0,0,11.67,6.28,0,0.84,3.2,0,2.24,0,0,7.35,22.6,0,0,17.37,187.52,17.15,0,2.33,7.16,0,5.05,0.86,35.82,6.22,0,31.25,106.27,0,0,5.75,0,6.44
 24-34,0,0,0,3.14,13.7,0.79,67.27,0,2.15,0.64,14.72,1.64,0,0.68,4.34,3.26,5.39,1.23,2.88,29.11,48.53,0,0.91,22.51,326.08,2.88,3.21,6.06,0,0,14.73,0,0,2.79,1.9,6.34,78.49,0,0,37.21,0,42.72
 36-46,0,0,0,0,4.81,0,84.4,0,0,3.78,19.51,0.61,0,3.17,12.29,0.77,12.95,0,3.96,30.96,42.42,3.65,0.67,11.49,183.92,0,3.09,2.02,0,0,18.19,0,0,0,0,0,52.94,0,0,13.5,0,39.77
 48-58,0,0,0,0,3.45,0,73.1,0,0.76,2.5,28.6,0,2.4,3.8,11.17,0,22.34,0,3.74,23.62,78,2.92,2.67,11.82,151.97,0.75,0.77,1.46,0,0,8.07,0,0,0.46,0,0,32.15,0,0.51,11.99,0,33.55
 60-70,0,0,0,0,15.29,0,94.19,0,1.88,2.51,46.65,4.71,0,0,18.4,0,43.81,0,2.83,38.02,87.64,0.73,2.71,4.66,123.77,2.6,0,1.23,0,0,12.5,0,0,0,0,0,17.12,0,5.5,19.14,0,41.93
 72-82,0,0,1.46,0,5.95,0,78.39,0,0.71,14.83,52.29,3.23,0,2.7,5.85,0,39.31,0.99,0,4.82,121.91,1.8,6.66,10.75,86.16,0.53,1.56,0.75,0,0.77,11.65,0,0,0.5,0.55,0,9.05,0,2.87,26.75,3.32,16.45
 84-94,0,0,0,0,8.79,0,64.68,0,1.42,3.21,28.22,7.24,0.66,2.86,12.43,3.22,74.36,0.66,5.89,11.87,86.66,0.98,4.27,3.32,59.18,0,1.05,4.19,0,1.53,68.3,0,0,3.31,0,0,14.21,0.55,1.96,13.14,0,25.67
 96-106,0,0,2.14,0,14.25,0,51.65,0,1.69,3.19,25.78,7.52,0,0.88,12.69,3.8,64.14,0.63,0.7,8.18,92.39,4.69,4.4,11.1,97.54,0,9.09,6.55,0,3.21,51.6,0,0,0.6,0.84,0,6.62,0.67,0,14.16,2.63,21.61
108-118,0,0,0,0,15.08,0.56,56.84,0,2.92,5.18,44.06,7,0,0,9.2,3.08,118.27,0.69,0.67,12.71,106.28,3.28,0,11.41,90.19,3.14,3.19,10.62,0,5.37,58.46,0,0,0.72,0,0,11.74,1.07,1.16,16.05,2.38,22.21
120,0,0,0,4.41,15.48,8.29,30,1.18,9.07,19.55,34.8,3.03,0,3.15,24.38,3.03,52.5,7.32,0,0,94.33,3.43,4.22,10.14,56.92,1.45,0,6.12,0,0,62.77,0,0,0,1.6,0,1.74,0,12.76,31.56,11.83,12.63
