stage,blastomeres,endoderm,eye,immune,neural,paraxial.mesoderm,spinal.cord
  3-4,21.91,0,0,0,0,0,0
  5-6,24.7,0,0,0,0,0,0
  7-9,0,5.7,3.25,0,32.85,4.11,0
 10-12,3.56,5.11,0,0,11.77,3.4,0
 14-21,0,0,0,0,0,0,0.98
 24-34,0,0,0,0,0,0,1.34
 60-70,0,0,0.58,0,0,0,0
 72-82,0,0,1.06,0.53,0,0,0
