stage,epidermis,eye,gut,hatching.gland,ionocyte,neural,olfactory,paraxial.mesoderm,spinal.cord
 10-12,0,0,0,0,0,20.06,0,3.53,0
 14-21,14.36,0.82,0,0,0.9,0,0,0,0
 24-34,2.41,0,0,0,0,0,0.71,0,0
 48-58,0,0,0,1.19,0,2.68,0,0,0.83
 72-82,0.65,0,0,0,0,0,0.53,0,0
 84-94,0.69,0,0,0,0,7.51,0,0,0
 96-106,0.81,0,0,0,0,0,0,0,0
108-118,0,0,0.53,0,0,0.8,0,0,0
120,0,0,0,0,0,2.62,0,0,0
