stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,20.73,795.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.35,0,0,0,0,0,0,0,0,0,0,0
  5-6,52.92,739.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
  7-9,6.61,12.87,30.5,0,0,0,44.26,0,0,0,0,0,33.02,0,0,0,0,0,0,0,0,0,0,0,556.34,39.41,0,0,207.37,0,0,13.88,0,0,0,0,0,0,0,0,0,0
 10-12,0,16.54,55.55,0,6.22,0,21.39,0,0,0,0,0,18.92,0,0,0,0,0,0,0,0,0,0,0,506.46,18.31,0,0,183.8,0,0,4.94,4.19,3.37,0,0,0,0,0,0,0,0
 14-21,0,8.65,0.87,31.82,3.37,0,1.98,0,0,0,0,1.86,0,2.21,0,0,0,0,0,0.88,5.41,0,0,2.42,41.98,2.68,0,0,0,0,3.41,0,11.68,0.85,0,8.37,21.21,0,0,0,0,0
 24-34,0,0,0.59,10.41,0,0,8.82,0,0,0,2.73,0,0,0,0.62,0.74,0,2.03,2.68,4.23,11.11,0,0,4.05,106.43,1.54,1.9,3.74,0,0,26.43,0,0,0,0,0.71,33.07,0,0,10.4,0,7.73
 36-46,0,0,0,6.52,0.57,0,16.14,0,1.15,0,2.28,0,0,0,0,1.02,0,0.57,0,6.13,15.63,1.26,0,3.09,158.11,15.13,1.85,0,0,0,30.64,0,0,0,0,0,39.01,0,0,2.23,0,4.28
 48-58,0,0,0,4.14,0,0,56.03,0,5.04,0.38,10.98,0,0.57,0.4,0,0,0.42,0,0,8.44,28.35,0.39,2.13,3.47,185.13,0.92,0.58,0,0,0,20.57,0,0,0.78,0,0,45.13,0,0,5.65,0,17.49
 60-70,0,0,0,8.8,0.91,0,95.54,3.55,0,4.25,15.56,0,0,0,0.57,0.58,0,0,0,0,29.19,0.85,0.65,2.59,123.42,1.73,5.43,1.91,0,0,16.58,0,0,0,1.01,0,18.93,0,0,0.88,2.15,0
 72-82,0,0,0,0.84,10.33,0,95,0,3.72,2.36,12.32,0,0,0,1.11,0,0,0.62,0,0,39.18,0.57,1.82,0,96.53,1.09,0,1.16,0,3.53,7.59,0,0,0,0,0,20.04,0.5,0,0,2.71,0
 84-94,0,0,0,8.15,18.8,0,52.01,6.71,1.69,0.7,8.02,2.27,0,0.88,2.25,0.68,0.71,1.52,0.57,0,30.05,2.54,3.15,3.97,54.31,0.66,2.51,1.87,0,0.79,11.98,0,0,0.7,0,0,0,0,0,1.14,0.74,2.4
 96-106,0,0,0,3.91,5.58,0,43.98,0,0,5,7.99,4.63,0,0,0.58,0,0,0,0,0,30.57,7.41,3.95,1.91,28.59,0,3,4.28,0,3.14,6.81,0,0,0,0,0,4.44,1.47,0.89,0.81,0,0
108-118,0,0,0,12.54,8,0.6,32.02,0,1.63,5.02,6.45,9.04,0,0,2.4,1.32,2.79,0,0.81,0,19.59,0,1.03,0,86.12,0,0,0.57,0,2.26,10.33,0,0,1.05,0,0,0.46,0,0,6.6,0,4.45
120,0,0,0,8.29,0,0,42.46,0,0,0,9.84,0,0,0,4.39,4.01,0,0,0,0,46.06,3.43,2.03,0,98.28,0,3.29,0,0,0,6.03,0,0,0,0,0,0,0,0,1.23,0,0
