stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  5-6,0,17.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,11.82,0,4.89,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.63,25.44,0,0,21.34,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,10.67,0,25.11,0,0,0,7.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.72,103.53,0,0,85.49,0,0,0,0,4.18,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,28.49,18.98,0,1.99,0,0,0,8.43,3.86,0,0,0,0.87,0,0,0,17.96,0,0,6.61,545.91,356.26,0,0.94,95.34,0,0,0,54.05,0,15.01,18.26,753.75,0,0,0,0,0
 24-34,0,0,2.33,0,9.64,1.85,0,51.45,0,0.7,1.37,5.31,0,0,0.64,1.27,0,0,0.76,0,40.45,0,0,3.51,1970.5,60.34,7.67,1.63,0,0,7.86,0.86,0,2.49,3.98,14.21,1380.68,0,0,11.77,0,6.97
 36-46,0,0,0.98,0,17.84,0,0,257.51,0,0,1.22,9.7,0,0,0.71,0,0,0,7.26,0,18.68,0,0.96,2.63,4637.89,3.15,10.22,0.95,0,0,7.97,0,0,0,0,0,2874.88,0,0.85,6.68,0,16.91
 48-58,0,0,0.42,0.43,12.35,1.28,0,1398.6,1.05,0,6.35,86.41,2.85,2.08,0.49,0.37,0.38,1.5,4.61,0,93.18,2.48,2.23,25.16,8069.27,0,10.8,0,0,0,9.91,0,0,0,1.87,0,1564.07,0,0.64,9.66,0,63.42
 60-70,0,0,2.39,0,32.11,7.19,0,4324.2,0,3.45,2.14,68.65,0,2.9,1.84,0,2.89,0.67,7.07,14.3,79.85,0,3.76,9.3,13760.77,1,16.52,2.66,0,0,22.74,0,0,0,0,0,901.33,0.77,1.22,11.21,0.73,21.63
 72-82,0,0,5.49,0,105.49,39.79,0,7638.3,1.96,3.67,24.13,235.27,4.61,3.5,10.93,5.9,33.62,2.19,9.13,6.98,332.98,9.59,18.46,19.04,18394.55,0,5.02,26.03,0,0.89,31.83,0,0,3.03,0,0,905.75,9.57,5.59,49.02,6.8,167.36
 84-94,0,0,3.08,0,123.82,47.16,0,6245.33,8.6,1.6,10.58,277.43,17.39,6.53,19.51,10.09,13.78,0,16.94,1.74,139.69,5.23,24.97,16.23,13620.74,4.38,4.06,31.46,0,0,26.51,0,0,3.09,0.64,0,724.09,0.9,7.58,13.2,5.8,59.79
 96-106,2.68,0,4.06,0,175.04,123.46,0,7832.85,8.64,9.17,13.99,513.19,5.07,7.77,13.61,5.45,8.62,1.63,43.21,0.65,200.84,1.89,22.97,15.51,12119.84,2.62,7.5,30.5,0,0,77.84,0,0,1.69,0,0,381.12,1.02,10.06,27.55,11.1,44.31
108-118,0,0,0.55,0,145.33,17.88,4.23,8175.61,4.01,8.62,13.86,348.2,11.71,2.73,15.48,3.53,1.13,3.16,12.13,0,204.59,1.15,8.99,15.99,22205.47,1.91,4.93,53.93,0,0,34.87,0,0,0.94,0.56,0,409.46,7.63,4.78,30.19,5.92,27.14
120,0,0,0,0,147.1,52.9,0,6145.62,0,10.67,53.72,420.83,11.6,12.17,35.86,1.25,1.87,2.07,0,0,235.95,2.21,0,22.65,31470.48,0,106.26,51.9,0,7.36,45.69,0,0,3.67,0,0,800.92,0,16.38,6.27,6.62,0
