stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,10.66,396.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.99,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.74,261.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.08,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,5.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.3,0,0,0,9.23,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.85,0,0,0,19,0,0,0,10.11,0,0,0,0,0,0,0,0
 14-21,0,0,0.82,0,11.79,3.57,0,7.08,0,0,0,4.38,1.09,0.98,0,0,0,0,0,0,0,11.71,0,0,13.12,93.39,4.06,0,0,2.05,4.54,0,10.21,1.68,3.71,23.12,58.54,0,0,0,0,0
 24-34,0,0,0,2.31,3.12,2.79,0,36.36,0,3.14,0,5.29,0,5.46,2.76,0,1.21,0,1.35,2.48,0,19.56,0,0,18.65,328.39,1.23,4.67,5.82,0,6.92,0,0,0.64,0,5.55,66.79,0,0,19.11,0,8.86
 36-46,0,0,0,0.56,4.18,0,0,72.18,1.7,15.45,0.6,22.06,0,0,1.91,0.64,0.57,0,0.6,0,3.67,22.32,0,0.88,8.46,378.38,7.08,7.16,2.45,0,8.98,0.68,0,0,0,0,73.35,0,0.85,2.81,0,3.78
 48-58,0,0,0,0,3.49,2.22,0,132.72,1.88,10.28,2.83,42.02,3.21,0,0,0,0.38,0,1.31,0,0,33.61,0.48,0,8.81,361.9,0,7.4,1.52,0,14.17,0,0,0.61,0,0,68.9,0,0,6.99,0,0
 60-70,0,0,0,0,3.6,2.17,0,247.51,0,1.73,4.64,36.73,2.16,0,0.6,0.6,0.93,2.88,0,0,0,91.09,3.37,2.57,5.05,351.42,0.65,4.45,2.92,0,16,0,0,2.37,0,0,48.33,0,0,2.62,0.59,19.64
 72-82,0,0,1.73,0,12.13,12.83,0,125.88,0,0,5.86,44.78,3.56,0,0.6,2.24,0,0,2.76,0.96,1.31,82.05,0.79,0.75,5.87,244.29,0,4.72,2.85,0,20.89,0,0,0.82,0,0,16.31,0.82,2.29,13.61,0.84,5.2
 84-94,0,0,4.08,0,21.93,6.89,0.59,126.98,1.34,2.44,3.92,48.36,5.34,0.99,1.91,8.97,7.01,0.55,0.87,0,0,89.23,0,7.79,6.53,217.91,0,9.38,11.42,0,42.37,0,0,1.47,0,0,5.94,3.19,0,11.1,0.74,0.82
 96-106,0,0,2.92,0,10.55,0.59,0,88.33,0.73,0.93,1.88,52.07,6.9,0,0.89,3.63,1.91,1.64,4.78,8.31,3.42,64.31,1.8,8.89,8.26,134.68,0,6.65,4.35,0,55.12,3.39,0,0.73,0,0,5.99,0,3.13,8.49,3.34,6.18
108-118,0,0,0,0.49,24.97,9.8,5.24,97.09,0,2.77,0,43.49,0,0,0.43,8.11,6.39,0.75,0.47,1.09,0,54.6,3.15,2.67,6.48,184.8,0,4.56,12.6,0,26.15,0,0,1.44,0,0,7.92,0,0,18.36,1.2,3.98
120,0,0,1.22,0,25.19,13.37,1.89,59.62,0,3.08,0,49.27,4.7,0,5.85,2.34,0,6.44,1.88,1.08,0,54.95,0,0,3.9,270.41,2.42,28.7,0,0,19.18,2.5,0,0,1.6,0,9.27,1.63,0,21.33,0,4.69
