stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,512.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.22,0,0,0,0,0,0,0,0,0,0
  5-6,29.69,237.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1,0,0,0,0,0,0,0,0,0,0
  7-9,3.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.43,8.44,0,0,7.96,0,13.54,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,16.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270.88,19.48,0,0,32.73,0,91.3,0,0,0,12.1,0,0,0,0,0,0
 14-21,0,0,0,0.88,34.06,2.87,8.67,0,0.82,0,0,0,0,0,1.96,0.95,0,0,0,0,1.79,1.12,0,0,18.56,0.82,0,0.94,0,0,61.87,4.09,7.86,0.85,5.8,1.19,0,0,0,0,0
 24-34,0,0,0,2.04,10.83,0,2.15,0,0,0,0,0,0,0,24.28,2.35,0,1.61,0,0,12.9,0.91,0,5.04,35.24,0.92,0.76,1.49,0,2.91,128.34,0,1.98,0,0.78,2.69,0,0,11.04,0,0
 36-46,0,0,0,0,12.42,0,2.42,0,2.52,0,2.75,1.28,0,1.33,39.63,0,0.86,7.46,0,0,34.42,0.79,0,0.8,30.54,0,2,0,0,0,176.99,0,1.89,0,0,9.74,0,0,11.07,0,0
 48-58,0,0,0,0,14.82,0,10.1,0,2.2,0.66,11.56,0,0.48,0,16.81,1.82,0,3.08,0.37,0.41,18.35,0,0.44,0.49,19.39,0,0,5.06,0,0,110.76,0,0,0,0,3.71,0,0,3.02,0,4.72
 60-70,0,0,0,0,23.84,0,7.32,2.57,15.83,0,10.95,1.26,0,0,51.04,3.39,0,5.09,2.11,0,38.55,1.85,1.67,0.67,19.9,0,3.13,14.5,0,2.4,129.8,0,0,0,0,10.57,0,0,11.09,0.73,10.9
 72-82,0,0,1.22,0,17.28,1.52,7.42,0,1.61,0.85,15.71,3.88,0.5,0.74,30.27,23.68,0.57,3.76,0,0,25.87,0.5,3.32,0.49,32.95,0.61,1.84,5.23,0,0,198.28,0,0,0,0,4.34,0,1.25,10.43,2.3,0
 84-94,0,0,0.98,0,22.99,0,11.19,0,3.04,0,8.25,5.31,1.23,0,55.02,6.95,0.62,5.49,1.13,0,17.64,2.98,4.04,3.28,12.21,0,2.63,1.93,0,9.66,466.02,0,0,0,0,5.19,0,0,2.97,0,1.05
 96-106,0,0,0,0,35.79,0.96,6.28,0,10.78,2.03,6.16,6.23,0,0,57.52,6.27,1.82,10.97,0,0,42.87,8.56,3.92,0.71,32.77,0,0,3.06,0,4.09,394.77,0,0,0,0,5.24,0,3.24,15.36,0,1.92
108-118,0,0,0,0,32.8,1.4,8.31,0,6.76,0.8,7.82,13.49,0,0,57.8,15.85,1.46,6.29,0,0,28.69,5.16,2.62,3.59,26.55,0,1.08,3.07,0,2.92,353.23,0,0,0,0,0,2.26,4.15,15.93,0,0
120,0,0,0,0,34.48,2.68,2.58,0,3.3,0,29.27,1.18,0,3.83,86.22,1.65,0,0,0,0,24.31,0,0,4.1,15.55,0,0,4.1,0,4.22,143.18,0,2.35,0,0,0,0,0,15.13,0,0
