stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,46.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,38.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,19.04,7.75,0,0,0,0,0,0,0,0,0,0,7.11,0,0,0,0,0,0,0,0,0,0,0,51.88,0,0,0,9.65,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,7.14,0,85.55,0,26.36,0,0,0,0,0,0,3.42,0,0,0,0,0,0,0,0,0,0,0,47.62,0,0,0,80.9,0,0,0,0,6.28,0,9.11,0,0,0,0,0,0
 14-21,0,0,0.82,37.77,5.14,17.04,8.44,0,0,0,1.01,1.07,0,0,0,0,0,0,0,0,6.22,0,0,30.7,167.74,0,60.4,8.73,0,0,0,0,5.14,0.84,29.07,299.22,331.92,0,0,0,0,0
 24-34,0,0,2.41,0,9.58,0,113.83,0,0.95,0,0.61,0,0,0,0,0.59,0,2.82,0,0,8.88,1.33,0,6.81,1153.55,0,57,122.62,0,0,6.45,0,0,0.61,3.49,11.23,1193.24,0,0,1.24,0,3.6
 36-46,0,0,0.95,0,5.83,0,125.76,3.52,1.04,0,23.8,0,0,0,2.58,0,0,18.88,0,0,5.51,0,0,5.93,1418.06,0,15.7,77.98,0,0,1.04,0,0,0,1.72,0,1309.88,0,0,6.03,0,2.19
 48-58,0,0,0,0,8.19,0,215.79,0.86,2.39,1.13,122.43,0,0,0.66,0,2.86,0,15.02,0,0,19.15,0,1.14,6.29,2011.84,0,15.87,183.33,6.64,0,1.89,0,0,0,0,0,953.62,0,0,4.25,0,13.62
 60-70,0,0,0,0,28.79,0,1203.5,0.59,0,0,149.96,1.21,0,0,0.78,0,0,37.97,0,0,30.22,4.46,0,4.18,1508.68,0,3.08,230.24,0,0,4.91,0,0,0,0,0,642.65,0.92,5.24,6.32,0,1.87
 72-82,0,0,1.41,0,63.3,1.16,3412.87,1.44,0.5,3.81,195.13,2.91,0,1.56,0.54,0.74,0,76.02,3.11,0,36.28,0,0,2.79,1994.54,0,9.39,556.35,0,0.87,5.46,1.65,0,0,0,0,585.77,12.43,2.6,3.39,0,6.5
 84-94,0,0,20.02,0,114.08,3.1,3211.95,1.33,0.83,1.64,299.62,1.73,0,1.31,2.43,0,0.81,88.95,1.15,0,54.24,0.61,6.25,0.6,1678.53,1.82,3.78,800.7,0,0,11.91,0,0,0,0,0,427.48,44.97,0.63,6.03,0.77,18.13
 96-106,0,0,2.7,0,78.75,16.93,3844.12,2.49,3.23,4.2,369.77,4.64,0,3.96,0.95,0.88,3.86,168.5,14.77,6.84,59.31,0,3.31,7.14,1630.17,0,10.68,1054.59,0,5.34,19.81,17.06,0,0,0.76,0,347.42,64.52,1.82,2.09,3.73,10.02
108-118,0,0,14.69,0.89,29.78,1.5,3860,1.46,0.74,2.21,573.28,0.63,0,2.6,1.58,0,1.7,130,7.36,0,35.46,0,1.62,4.17,1262.07,0.69,15.3,874.71,0,0,18.26,0,0,10.54,0,0,210.53,83.98,3.38,11.58,1.71,0
120,0,0,4.34,0,75.4,12.6,4530.84,0,3.6,0,1332.23,5.81,0,1.85,6.81,0,0,163.01,19.69,0,53.97,0,1.45,6.46,3296.75,0,21.1,1370.88,0,0,7.73,0,0,2.12,0,0,443.15,11.28,0,4.48,0,0
