stage,eye,glial,mesenchyme,neural,somites
 14-21,0,0,0,1.42,1.21
 24-34,0,0,0,0.7,0
 36-46,0,0,1.78,3.03,0
 48-58,0,0,3.11,12.76,0
 60-70,0.79,0,0,1.46,0
 72-82,0,1.13,5.39,3.54,0
 84-94,0,0,3.06,0.55,0
 96-106,0.85,0,0,1.27,0
108-118,0,0,0,6.99,0
120,0,1.61,0,0,0
