stage,axial,blastomeres,eye,hatching_gland,iridophores,mesenchyme,neural,paraxial_mesoderm,spinal_cord
  3-4,0,56.38,0,0,0,0,0,0,0
  5-6,24.53,175.03,0,0,0,0,0,0,0
  7-9,3.82,7.55,5.2,4.77,0,0,145.86,56.28,0
 10-12,0,0,3.76,0,0,0,8.3,6.11,0
 24-34,0,0,0,0,0,0.94,0,0,0.89
 36-46,0,0,0,0,0,2.05,3.13,0,0
 48-58,0,0,0,0,0.47,0,0,0,0.64
 60-70,0,0,1.57,0,0,0,1.19,0,0
 72-82,0,0,0,0,0,0,0.52,0,0
