stage,eye,glial,immune,lateral.line,mesenchyme,muscle,neural,otic,spinal.cord,visceral.smooth.muscle
 14-21,0,0,0,0,0,0,0.83,0,0,0
 24-34,0,0,0,0,0,0,0.86,0,0,0
 36-46,0,0,0,0,0,0,2.67,0,0,0
 48-58,0,0,0,0,2.58,0,14.27,2.17,2.22,0
 60-70,1.24,0,0,0,0,0,28.82,3.26,0,0
 72-82,15.23,0,0,0,0,0,14.22,6.71,1.01,0
 84-94,0.92,1.09,0,0.58,0,0,4.99,5.54,0,2.23
 96-106,1.54,0,0,8.09,0,0,8.43,9.06,0,0
108-118,5.7,0.55,0,4.16,0,0,7.5,6.78,0,0
120,0,0,3.21,3.67,0,2.83,21.91,12.98,0,0
