stage,eye,mesenchyme,neural,spinal.cord
  7-9,0,0,6.91,0
 10-12,0,0,5.54,0
 24-34,0,0,1.37,1.47
 48-58,0.67,0,0,0
 60-70,3.26,1.08,0,0
