stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,67.54,3007.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.69,0,0,0,0,0,0,0,0,0,0,0
  5-6,116.06,3274.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203.51,8.7,0,0,69.98,0,52.88,0,0,0,0,0,0,0,0,0,0,0
  7-9,60.45,81.63,175.81,0,0,0,191.44,0,0,0,0,0,44.69,0,0,0,0,0,0,0,0,0,0,0,2149.75,52.68,0,0,777.56,0,0,22.98,0,9.82,0,0,0,0,0,0,0,0
 10-12,0,146.95,124.89,0,14.69,0,246.76,0,0,0,0,0,4.52,0,0,0,0,0,0,0,0,0,0,0,1719.6,26.95,0,0,649.16,0,0,8.58,4.43,85.66,0,0,11.89,0,0,0,0,0
 14-21,0,0,1.98,38.71,2.47,0,40.29,0,0,0,16.33,0.85,2.04,1.45,0,0,0,0,0,0,39.86,0,0,18.39,761.03,7.7,2.18,7.08,25.72,0,2.9,1.8,97.87,4.85,0,33.3,209.22,0,0,2.66,0,0
 24-34,0,0.83,3.08,47.61,0.68,0,266.92,0,3.22,1.41,47.82,2.84,2.95,1.45,3.91,0,0.77,0.68,4.97,0.8,190.99,0.68,0.69,71.52,2904.96,5.85,19.95,29.77,0,0,66.23,0,0,4.6,0.73,11.84,650.09,0,0,62.31,0,0.69
 36-46,0,0,0.63,20.38,17.89,0,716.15,0,0.58,1.38,72.17,3.05,0,0,10.49,4.54,5.2,0,0.77,2.15,182.28,0.58,8.77,43.05,1960.11,4.25,11.19,6.3,0,0,45.79,0,0,5.36,0,2.35,499.05,0,0,7.02,0,3.29
 48-58,0,0,0,42.43,42.38,0,1016.58,0,4.29,1.72,93.2,3.48,0,3.74,3.92,0,8.76,6.34,0.39,1.04,193.32,2.18,11.79,57.44,1059.76,12.44,8.62,6.88,0,0,13.24,0,0,4.97,0,2.82,231.52,0,0,28.86,0,3.76
 60-70,2.52,0,0,65.66,9.95,0,595.59,0,0,1.45,72.15,1.43,0,3.69,4.32,0,0.78,3.91,1.83,0,130.83,0,20.73,27.46,480.46,4.31,5.19,9.23,0,0,11.6,0,0,0,0,0,50.74,0,0.98,3.31,0,4.4
 72-82,0,0,0,36.84,7.57,0,256.01,0.55,1.58,5.23,95.8,6.37,0,1.02,3.28,0,2.74,2.07,0.82,0,201.06,0,15.52,26.85,346.32,0,9.55,15.5,4.01,1.77,4.79,0.56,0,0,0,0,22.9,2.6,0.5,17.37,0.52,0
 84-94,5.55,0,0.78,43.93,4.58,1.24,253.02,0,7.4,3.79,77.95,6.94,0,4.69,14.48,2.72,8.91,1.34,8.29,8.28,246.34,1.51,15.56,44.2,312,7.35,7.56,14.47,0,0,24.67,0,0,3.45,0.73,0,21.01,5,1.78,22.1,2.16,1.57
 96-106,0,0,0,33.57,7.77,0,207.59,0.94,0.98,3.54,126.51,6.24,0,11.52,16.04,1.69,4.27,5.78,3.5,0,206.52,0,7.9,12.42,267.04,3.67,13.55,8.3,0,3.52,16.94,0.64,0,0.69,0,0,13.17,4.13,2.02,38.49,0.58,4.72
108-118,0,0,0.77,34.36,19.56,0.94,268.13,0,5.71,2.76,132.66,3.24,0,0,11.81,2.32,7.26,0.56,7.44,0.46,202.44,2.02,11.78,31.84,441.6,6.14,5.95,14.36,0,0,16.4,1.18,0,0.43,0,0,10.72,2.09,5.88,16.23,1.72,16.25
120,0,0,0,29.26,24.4,0,298.88,0,3.21,1.29,75.16,9.1,0,5.18,19.01,2.8,0,0,8.18,0,232.41,0,1.41,26.37,498.9,1.29,15.57,16.75,0,3.68,21.82,0,0,1.94,0,0,4.01,1.84,8.22,32.75,2.27,0
