stage,eye,glial,mesenchyme,muscle,neural,spinal.cord
 24-34,0,0,0,0,1.15,0
 36-46,0,0,0.62,0,0.82,0.64
 48-58,0,1.46,0,0,1.35,0
 60-70,0.91,0,0,0,2.62,1.54
 84-94,0,0,4.11,0,0,0
 96-106,0,0,1.83,0,0,0
108-118,0,1.67,1.42,0.65,0,0
120,0,0,0,0,7.92,0
