stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,99.41,1481.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.78,0,0,0,0,0,0,0,0,0,0,0
  5-6,60.56,1654.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.48,14.56,0,0,30.25,0,7.58,0,0,0,0,0,0,0,0,0,0,0
  7-9,28.58,89.59,0,45.19,0,0,0,122.96,0,0,0,0,36.95,0,0,0,0,0,0,0,0,0,0,0,1166.27,29.85,0,0,317.69,0,3.63,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,10.8,0,78.02,0,0,0,67.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,926.56,25.95,0,0,169.41,0,0,0,0,43.8,0,0,0,0,0,0,0,0
 14-21,0,0,0,8.62,63.78,5.96,0,35.64,0.81,0,9.11,2.88,0,0.81,0,0,0,0,0,0,43.01,0,0,28.36,465.71,9.16,2.16,3.76,9.13,0,4.99,1.53,42.85,2.1,4.43,76.46,145.07,0,0,8.42,0,0
 24-34,0,0,1.26,2.09,20.23,0.81,0,53.03,0,0,10.48,1.29,0,0,0,0.61,2.07,0,2.7,0.67,43.97,0,0.81,21.52,738.13,1.48,3.01,5.76,1,1.14,1.51,0,0,0,0,6.67,143.01,0,0,14.22,0,0.77
 36-46,0,0,0,0.58,17.68,3.65,0,117.9,0,1.82,47.43,0,0,7.41,1.06,0,0,0.8,0,10.42,94.03,0,1.12,27.83,715.11,0,7.27,2.44,0,0,0.69,0,0,0.72,0,0.69,145.88,0,0,2.73,0,0.97
 48-58,0,0,0,0,18.98,0,0,187.35,0,4.46,60.69,0,0,1.77,10.6,0,0,0.44,0,3.29,89,0,3.12,13.61,681.81,3.02,1.63,0.57,0,0,0.9,0,0,0,1.01,0,128.25,0,0.37,3.24,1,0
 60-70,0,0,0,0,14.4,0,0,246.35,0,2.17,81.29,4.15,0,0.77,0,0,1.14,0,0,0,121.58,0,4.01,5.42,640.05,2.42,0.75,2.14,0,1.21,3.32,0,0,0,0,0,102.89,0,3.24,7.48,1.25,0.69
 72-82,0,0,1.81,0,7.14,7.07,0,199.41,0,5.12,57.19,0,0,1.81,1.51,0,1.37,0.62,0,0,120.06,1.05,4.36,5.24,566.13,0,2.11,6.48,0,0,0.53,0,0,0,0,0,92.21,0.71,0,5.86,9.45,0
 84-94,0,0,0.81,0,12.37,0,0,147.1,0.66,0.92,58.73,0,0,1.18,2.97,1.54,0.82,3.18,3.08,0,103.52,0,5.53,16.94,333.35,1.25,0.7,6.78,0,0,0,0,0,0,0,0,53.45,2.74,3.66,11.63,3.11,0
 96-106,0,0,0,0,9.15,0,0,113.47,0.61,3.04,29.62,3.6,0,1.74,0.73,0,0.92,1.08,0.72,0.63,95.97,0.77,3.24,12.52,251.3,0,0.92,5.23,0,1.37,6.5,0,0,0,0,0,17.18,1.9,5.97,9.15,2.3,0.73
108-118,0,0,0.89,0,14.55,12.43,1.08,119.05,1.91,4.89,42.95,0.86,0,1.1,1.18,2.11,0.86,0.99,0,0.52,126,1.01,9.39,11.23,389.86,0,4.57,13.67,0,3.54,0.48,0,0,0,0,0,27.51,1.87,4.02,7.82,1.65,5.93
120,0,0,0,0,21.48,0,0,86.28,0,4.48,40.47,0,0,16.95,1.68,1.07,2.22,0,7.84,0,154.62,0,24.94,7.66,465.17,4.79,3.79,4.22,0,0,1.07,0,0,0,0,0,6.92,0,1.51,18.14,9.91,12.02
