stage,axial,blastomeres,eye,fin.mesenchyme,mesenchyme,neural,periderm,spinal.cord
  3-4,0,129.9,0,0,0,0,24.38,0
  5-6,15.31,183.2,0,0,0,0,0,0
  7-9,0,0,0,0,0,3.58,0,0
 24-34,0,0,0,0,0,0.77,0,0
 36-46,0,0,0,0,0.92,0.99,0,0
 60-70,0,0,0,0,0,5.84,0,0
 72-82,0,0,0,0.82,0,0,0,2.35
 84-94,0,0,1.93,0,0,3.56,0,0
108-118,0,0,0,0,0,1.55,0,0
