stage,fin_epithelia,hatching_gland,ionocyte,mesenchyme,neural,pronephros,vascular_smooth_muscle
 24-34,0,0,0.81,0,0,0,0
 36-46,0,0,0,0.58,6.32,0,0
 48-58,0,0.57,0,1.78,0,0,0
 72-82,0,0,0,0,0,0.64,1.08
 84-94,0,0,0,5.43,0,0,0
 96-106,0,0,0,1.07,0,0,0
108-118,0.52,0,0,2.15,0,0,3.26
120,0,0,0,13.76,0,0,0
