stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,287.54,9680.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425.86,0,0,0,0,0,0,0,0,0,0,0
  5-6,832.01,10852.29,0,36.12,0,0,0,0,0,0,0,0,0,92.01,0,0,0,0,0,0,0,0,0,0,0,619.62,118.35,0,0,167.63,0,227.17,0,0,0,0,0,0,0,0,0,0,0
  7-9,555.26,448.03,0,589.9,0,0,0,1169.61,0,0,0,0,0,513.44,0,0,0,0,0,0,0,0,0,0,0,10291.02,567.21,0,0,4309.95,0,107.24,51.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,413.51,0,870.46,0,102.36,0,818.31,0,0,0,0,0,152.89,0,0,0,0,0,0,0,0,0,0,0,9657.85,564.44,0,0,3583.78,0,49.72,16.35,13.93,642.13,0,65.72,22.63,0,0,0,0,0
 14-21,3.7,7.13,1.64,106.39,2832.02,1107.24,0,457.94,0,23.35,0,118.51,112.23,18.43,38.94,95.35,54.97,5.35,1.57,8.61,60.22,786.04,8.18,0,517.53,5558.25,409.9,19.76,98.2,244.27,0,241.77,11.22,1256.33,150.12,172.82,1405.73,1772.19,0,0,267.63,0,50.54
 24-34,0,0,6.53,31.31,685.66,157.94,0,655.99,0.96,56.92,22.25,185.09,25.68,2.94,49.27,221.88,85.13,21.44,25.39,42.86,82.81,743.94,22.45,1.58,416.68,5529.11,85.89,65.55,78.37,0,4.89,453.92,0,5.02,55.98,21.93,261.02,1360.16,0,0,754.33,0,141.48
 36-46,0,0,3.73,0.96,250.5,37.88,0,715.67,4.63,56.59,60.32,400.23,14.65,0,46.95,305.15,20,22.38,22.1,25.81,59.41,702.53,13.77,12.87,208.15,3199.57,36.75,59.57,38.44,0,0.97,559.44,0,6.58,33.36,3.71,1.4,1071.78,0,0.62,346.83,0.78,117.7
 48-58,0,1.29,1.82,0.86,210.65,40.1,0,967.6,8.67,67.19,68.01,617.29,7.35,5.59,40.22,283.11,18.29,36.95,16.12,22.41,42.93,876.59,13.63,22.29,167.74,1494.73,42.1,27.72,42.83,0,3.4,394.76,0,5.45,8.06,0.8,0.55,648.95,0,5.91,265.97,1.88,132.02
 60-70,0.81,0,0.82,0,150.99,64.78,0,850.59,1.64,61.58,53.92,565.95,10.54,2.65,31.86,280.31,29.29,26.97,17.05,12.84,15.35,817.54,13.11,71.88,99.9,601.64,18.39,30.9,29.04,0,8.37,311.55,0,0,8.49,0.81,0,192.01,3.26,18.02,216.99,10.94,121.56
 72-82,0,0,11.27,0.51,180.14,143.37,2.06,574.12,4.38,50.16,69.04,774.46,38.69,3.57,71.82,478.3,22.93,54.83,29.9,38.62,15.81,1301.25,15.37,74.38,105.42,593.67,21.26,49.4,63.47,0,24.67,254.34,1.65,0,9.8,2.53,0,110.92,18.21,47.41,354.63,41.39,177.33
 84-94,0,0,8.84,0.68,372.93,201.71,1.52,635.02,8.1,72.01,85.83,552.04,84.64,5.69,54.68,601.47,51.74,59.14,32.38,22.5,22.85,1078.79,34.86,69.91,118.11,449.42,12.26,43.04,61.3,0,24.95,859.85,0,0,23.39,12.43,0,97.06,39.94,41.95,402.44,46.43,114.24
 96-106,0,0,10.36,3.27,409.22,393.88,3.64,522.67,5.33,87.18,99.61,729.73,126.09,0,70.97,808.85,54.5,64.46,51.76,31.99,17.36,1137.57,34.21,72.85,104.48,469.77,19.94,105.21,87.95,0,68.44,587.89,0,0,18.64,4.72,0,75.93,42.77,55.57,464.14,45.3,95.73
108-118,1.68,0,6.37,8.03,381.39,215.69,12.66,482.54,16.33,86.53,62.89,727.63,116.73,0,39.03,730.57,64.04,115.39,43.5,48.69,20.37,1106.89,38.69,70.47,133.21,599.45,22.2,84.78,61.36,0,62.71,523.04,0,0,12.24,0.66,0,32.52,56.63,25.32,398.74,51.97,125.84
120,0,0,4.75,1.28,293.47,213.58,1.09,254.33,3.46,64.36,90.28,566.31,59.23,5.2,60.11,670.19,23.1,64.53,20.46,33.47,22.61,860.88,24.17,78.93,64.02,497.52,29.55,29.25,64.44,0,72.69,289.45,0,0,17.94,5.7,0,15.63,13.66,21.65,352.73,19.84,27.11
