stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,148.89,4182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256.39,0,0,0,0,0,0,0,0,0,0,0
  5-6,358.27,5151.54,15.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269.3,6.07,0,0,70.1,0,23.72,0,0,0,0,0,0,0,0,0,0,0
  7-9,100.22,170.25,321.35,0,0,0,520.84,0,0,0,0,0,149.45,0,0,0,0,0,0,0,0,0,0,0,4479.17,195.16,0,0,2074.29,0,5.09,104.23,0,0,0,0,0,0,0,0,0,0
 10-12,0,120.78,269.92,0,36.57,0,412.35,0,0,0,0,0,18.44,0,0,0,0,0,0,0,0,0,0,0,4322.92,67.24,0,0,1882.76,0,9.39,88.15,4.75,267.32,0,5.41,13.14,0,0,0,0,0
 14-21,0,0,19.5,179.93,66.11,0,116.45,0,0,0,14.32,0.85,0,2,1.08,1.9,0,0,0,1.26,82.86,0,0,100.79,1498.83,11.5,10.08,10.06,51.02,0,36.47,5.65,207.63,7.22,1.38,112.09,487.06,0,0,18.49,0,0
 24-34,0,0,4.11,43.07,11.7,0,261.64,0,3.01,0,28.98,1.16,0.67,0.8,8.29,0.79,3.13,1.54,0.65,0,180.85,0,3.04,81.37,2407.93,10.59,16.29,10.35,0,0,63.79,0.86,0,2.92,0,21.52,567.15,0,0,51.71,0,4.18
 36-46,0,0,0,33.97,29.3,0,1010.39,0,0,0,37.7,0.57,0,0,4.1,0,5.49,1.19,0,0,180.06,0,1.69,48.89,1985.71,6.05,3.71,2.63,0,0,27.33,0.74,0,3.84,0,0,436.11,0,0,33.83,0,3.54
 48-58,0.58,0,0,32.45,25.94,0,1119.55,0,0.39,3.16,56.52,2.91,0,5.53,18.66,13.84,5.55,0,0,6.18,184.15,0.81,22.49,34.06,1081.4,4.01,6.74,11.32,0,0.39,12.59,0,0,0.38,0,0,159.81,0,0,24.34,0,6.83
 60-70,0,0,0,11.52,4.64,0,685.07,0,0,1.91,54.58,0,0,0,9.76,2.65,3.09,3.64,0,0,125.61,0,19.81,21.52,458.32,17.96,6.14,3.4,0,0,5.59,0,0,0.59,0,0,14.24,0,0,2.43,0,0
 72-82,0,0,0,20.38,6.38,0,214.32,1.11,1.08,0.58,33.53,7.34,0,0.51,8.75,1,0.93,0,0,2.32,102.68,1.16,12.39,16.25,219.88,4.09,3.49,0,0,0,1.78,0,0,0,0,0,4.67,1.42,1.57,15.12,0,0
 84-94,0,0,1.17,19.68,20.24,0,209.17,0,0.78,0,27.66,10.87,0,0.8,9.93,3.26,3.16,0,0,2.87,87.43,0,11.54,24.6,178.21,0.77,1.17,10.23,0,0,6.11,0,0,3.11,0,0,9.27,1.25,0,11.31,0,7.48
 96-106,0,0,0,17.33,38.08,1.94,139.24,0,0,0,22.89,8.64,0,6.2,17.83,0,3.5,0,0.56,0,74.94,0,8.64,7.03,173.96,2.59,2.61,6.2,0,2.17,16.95,0,0,0,0,0,6.32,0,0,18.04,1.31,0
108-118,0,0,0,21.24,25.61,0,158.98,0,0,0.47,32.62,5.69,0,1.9,7.97,0.44,2.54,0,13.12,0,59.46,0,3.16,18.29,287.17,9.17,2.74,3.82,0,0,4.75,0,0,1.76,0,0,3.15,1.27,0,11.33,0,0
120,0,0,0,8.58,28.3,1.71,189.74,0,0,0,15.04,0,0,0,11.31,0,1.01,0,1.65,0,82.22,0,2.76,3.74,228.5,0,0,3.71,0,0,5.9,0,0,0,0,0,11.81,1.65,0,9.59,0,0
