stage,epidermis,eye,fin.mesenchyme,glial,ionocyte,mesenchyme,neural,spinal.cord
 14-21,0,0,0,0,0,0,1.09,0.91
 24-34,0,0,0,0,0,0,6.6,7.21
 36-46,0,0,0,0,0,0,32.56,15.8
 48-58,0,3.33,0,0,0,0.5,48.17,2.29
 60-70,0,12.52,7.04,0,0.92,0,51.63,14.67
 72-82,5.26,19.28,0,0,0,0,73.45,4.2
 84-94,0,16.44,0,0,0.94,0,15.87,0.75
 96-106,0,2.72,0,0,0,0,20.37,4.34
108-118,0,3.13,0,0,0,0,30.02,0
120,0,24.08,0,17.7,0,0,114.9,0
